,LBD,WHA,IWD,GBH,WHH,GBA,B365H,B365AH,B365<2.5,LBH,LBAHH,SOD,B365D,SBD,SBH,B365>2.5,GB>2.5,WHD,SOA,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,SOH,HomeTeam,AwayTeam,idGame
82,3.25,4.5,3.1,1.65,1.66,4.95,1.66,-0.75,1.95,1.6669999999999998,1.95,3.25,3.4,3.25,1.7,1.85,1.75,3.3,4.5,3.8,1.9,4.5,4.5,1.95,1.9,2.0,3.4,-0.75,-0.75,1.8,1.9,5.0,1.9,1.7,Man City,Bolton,Man City_Bolton_2003
83,3.25,2.4,3.2,2.55,2.6,2.55,2.5,0.0,1.85,2.5,1.95,3.2,3.3,3.2,2.5,1.95,1.85,3.1,2.5,2.4,1.9,2.4,2.5,1.85,2.0,1.95,3.25,0.0,0.0,2.4,1.8,2.5,1.95,2.5,Middlesbrough,Newcastle,Middlesbrough_Newcastle_2003
84,3.25,1.83,3.2,3.6,3.75,1.95,4.0,0.5,1.9,3.75,1.9,3.25,3.25,3.25,3.5,1.9,1.9,3.2,1.91,1.9,1.95,1.8,1.9,1.79,1.85,2.0,3.3,0.5,0.5,3.4,1.95,1.83,1.9,3.5,Portsmouth,Liverpool,Portsmouth_Liverpool_2003
85,3.2,3.1,3.1,2.15,2.1,3.15,2.25,-0.25,1.66,2.1,1.9,3.25,3.0,3.2,2.2,2.15,1.95,3.1,2.8,3.2,1.95,3.0,2.87,1.75,1.95,1.925,3.25,-0.25,-0.25,2.0,1.85,3.1,1.975,2.2,Birmingham,Aston Villa,Birmingham_Aston Villa_2003
86,3.2,3.2,3.2,1.95,2.0,3.5,2.0,-0.25,1.9,2.1,2.05,3.4,3.25,3.25,1.9,1.9,1.85,3.2,3.5,3.5,1.8,3.0,3.5,1.85,2.0,2.05,3.3,-0.5,-0.5,1.85,1.8,3.4,1.85,2.0,Everton,Southampton,Everton_Southampton_2003
87,3.2,2.37,3.2,2.55,2.62,2.55,2.6,0.0,1.9,2.6,2.0,3.4,3.2,3.2,2.5,1.9,1.79,3.1,2.5,2.4,1.85,2.375,2.5,1.9,1.95,1.925,3.2,0.0,0.0,2.4,1.88,2.5,1.975,2.6,Leicester,Tottenham,Leicester_Tottenham_2003
88,3.2,3.8,3.2,1.9,1.8,3.8,1.9,-0.5,1.95,1.83,1.9,3.4,3.25,3.25,1.85,1.85,1.75,3.25,3.75,3.5,1.95,3.75,3.75,1.95,1.9,1.925,3.25,-0.5,-0.5,1.85,1.9,3.75,1.975,1.91,Blackburn,Charlton,Blackburn_Charlton_2003
89,3.2,2.3,3.2,2.6,2.62,2.5,2.5,0.0,1.9,2.38,1.85,3.2,3.2,3.2,2.6,1.9,1.85,3.2,2.38,2.4,2.0,2.6,2.4,1.85,1.9,2.025,3.2,0.0,0.0,2.4,1.9,2.6,1.875,2.62,Fulham,Newcastle,Fulham_Newcastle_2003
90,3.2,3.6,3.1,2.05,1.9,3.3,2.0,-0.25,1.8,1.909,1.8,3.25,3.25,3.25,2.0,2.0,1.85,3.1,3.25,3.2,2.05,3.5,3.25,1.85,1.85,2.05,3.3,-0.25,-0.25,2.0,1.95,3.4,1.85,2.0,Aston Villa,Everton,Aston Villa_Everton_2003
91,3.2,2.62,3.0,2.4,2.37,2.8,2.4,0.0,1.7,2.375,1.75,3.3,3.2,3.2,2.37,2.1,1.95,3.1,2.63,2.9,2.1,2.6,2.62,1.75,2.05,2.1,3.15,0.0,-0.25,2.2,1.75,2.7,1.8,2.5,Bolton,Birmingham,Bolton_Birmingham_2003
92,3.75,5.5,3.5,1.51,1.5,5.85,1.5,-1.0,2.1,1.444,1.9,3.75,3.5,3.75,1.44,1.7,1.65,3.6,6.5,4.8,1.95,6.0,6.5,2.1,1.9,2.0,3.75,-1.0,-1.0,1.55,1.9,7.0,1.9,1.44,Chelsea,Man City,Chelsea_Man City_2003
93,3.4,6.0,3.5,1.51,1.5,5.85,1.5,-1.0,2.0,1.5,1.95,3.75,3.5,3.5,1.5,1.8,1.79,3.4,6.5,4.8,1.9,6.0,6.0,1.9,1.9,1.925,3.75,-1.0,-1.0,1.55,1.9,7.0,1.975,1.44,Liverpool,Leeds,Liverpool_Leeds_2003
94,4.5,12.0,4.5,1.3,1.16,9.0,1.25,-1.5,2.05,1.25,1.85,5.0,5.0,5.0,1.22,1.75,1.65,5.5,10.0,9.0,2.0,10.0,10.0,2.1,1.85,2.0,4.75,-1.5,-1.5,1.25,1.95,10.0,1.9,1.22,Man United,Fulham,Man United_Fulham_2003
95,3.25,5.0,3.5,1.6,1.57,5.5,1.53,-0.75,1.95,1.571,1.85,3.4,3.6,3.4,1.57,1.85,1.79,3.5,5.5,4.8,2.0,5.5,5.5,1.9,1.9,2.05,3.5,-0.75,-0.75,1.55,1.9,6.0,1.85,1.57,Newcastle,Portsmouth,Newcastle_Portsmouth_2003
96,3.25,3.2,3.2,2.1,2.0,3.3,2.0,-0.25,1.85,1.909,1.85,3.25,3.25,3.25,2.0,1.95,1.95,3.2,3.25,3.4,2.0,3.4,3.25,1.75,1.9,2.025,3.2,-0.25,-0.25,1.9,1.9,3.4,1.875,2.0,Southampton,Blackburn,Southampton_Blackburn_2003
97,3.2,3.0,3.2,2.2,2.1,3.1,2.1,-0.25,1.8,2.2,1.95,3.2,3.25,3.2,2.2,2.0,2.0,3.2,2.88,3.4,1.9,2.8,2.87,1.71,1.95,1.9,3.2,-0.25,-0.25,1.9,1.85,3.2,2.0,2.2,Wolves,Leicester,Wolves_Leicester_2003
98,3.5,1.53,3.3,5.5,5.5,1.6,5.0,0.75,2.0,5.0,1.9,3.75,3.6,3.4,5.0,1.8,1.65,3.4,1.57,1.65,1.95,1.571,1.61,2.1,1.95,2.0,3.5,0.75,0.75,4.4,1.85,1.61,1.9,5.5,Charlton,Arsenal,Charlton_Arsenal_2003
99,3.4,3.75,3.2,1.95,1.8,3.7,1.83,-0.5,1.9,1.7269999999999999,2.05,3.25,3.25,3.3,1.83,1.9,1.85,3.3,4.0,3.4,1.8,4.0,3.75,1.85,1.95,1.8,3.25,-0.5,-0.5,1.9,1.85,4.0,2.1,1.91,Tottenham,Middlesbrough,Tottenham_Middlesbrough_2003
100,3.4,1.72,3.1,3.8,4.2,1.9,4.5,0.5,2.0,4.0,1.95,3.25,3.4,3.25,4.0,1.8,1.75,3.25,1.8,1.9,1.9,1.73,1.8,1.95,1.9,1.925,3.3,0.5,0.5,3.5,1.9,1.72,1.975,4.0,Everton,Chelsea,Everton_Chelsea_2003
101,3.25,1.57,3.2,4.75,5.0,1.65,5.5,,1.9,5.0,,3.5,3.6,3.4,5.0,1.9,1.75,3.5,1.57,1.7,,1.62,1.62,1.95,1.95,,3.55,,,4.2,,1.57,,5.0,Leeds,Arsenal,Leeds_Arsenal_2003
102,5.0,9.0,4.5,1.28,1.2,9.0,1.25,,2.1,1.2,,5.5,5.0,5.0,1.22,1.7,1.6,5.5,10.0,9.0,,11.0,10.0,2.2,2.0,,5.0,,,1.25,,10.0,,1.2,Man United,Portsmouth,Man United_Portsmouth_2003
103,3.2,4.0,3.2,1.77,1.72,4.3,1.72,,1.75,1.73,,3.4,3.4,3.25,1.7,2.05,1.9,3.4,4.5,4.0,,4.33,4.5,1.79,1.95,,3.4,,,1.75,,4.5,,1.67,Middlesbrough,Wolves,Middlesbrough_Wolves_2003
104,3.25,6.0,3.5,1.6,1.5,5.1,1.57,,1.85,1.57,,3.5,3.6,3.6,1.53,1.95,1.9,3.4,5.5,4.8,,5.5,5.5,1.79,1.8,,3.6,,,1.55,,5.5,,1.53,Newcastle,Aston Villa,Newcastle_Aston Villa_2003
105,3.2,2.75,3.1,2.25,2.2,2.9,2.2,,1.9,2.0,,3.25,3.4,3.2,2.2,1.9,1.85,3.25,2.8,3.0,,3.2,2.88,1.85,2.0,,3.3,,,2.1,,2.87,,2.2,Southampton,Man City,Southampton_Man City_2003
106,3.25,4.5,3.3,1.71,1.66,4.5,1.72,,1.9,1.67,,3.4,3.4,3.25,1.7,1.9,1.9,3.3,5.0,4.4,,4.5,4.5,1.79,2.0,,3.4,,,1.65,,4.5,,1.62,Tottenham,Bolton,Tottenham_Bolton_2003
107,3.2,2.25,3.0,2.7,2.8,2.4,2.7,,1.95,2.6,,3.3,3.25,3.1,2.7,1.85,1.75,3.1,2.38,2.3,,2.38,2.38,1.95,1.8,,3.2,,,2.7,,2.37,,2.8,Fulham,Liverpool,Fulham_Liverpool_2003
108,3.25,2.37,3.0,2.55,2.62,2.55,2.5,,1.8,2.5,,3.3,3.3,3.2,2.6,2.0,1.95,3.1,2.5,2.5,,2.4,2.4,1.75,1.9,,3.2,,,2.5,,2.5,,2.62,Leicester,Blackburn,Leicester_Blackburn_2003
109,3.2,3.5,3.1,1.95,1.9,3.7,1.9,,1.75,1.83,,3.4,3.25,3.25,1.85,2.05,2.0,3.2,3.75,3.6,,3.75,3.75,1.71,1.95,,3.25,,,1.85,,3.75,,1.91,Birmingham,Charlton,Birmingham_Charlton_2003
110,3.6,7.5,3.8,1.45,1.44,7.0,1.4,-1.25,2.05,1.444,1.85,4.0,3.75,3.6,1.44,1.75,1.65,3.3,8.0,5.4,2.0,6.5,7.0,2.0,1.85,2.05,3.85,-1.25,-1.25,1.45,1.95,8.5,1.85,1.36,Arsenal,Tottenham,Arsenal_Tottenham_2003
111,3.0,3.0,3.0,2.05,2.2,3.45,2.0,-0.25,1.66,2.1,1.85,3.25,3.25,3.1,2.0,2.15,2.0,3.0,3.25,3.1,2.0,3.2,3.4,1.71,1.85,2.05,3.2,-0.25,-0.25,2.1,1.95,3.4,1.85,2.0,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough_2003
112,3.2,2.62,3.0,2.4,2.37,2.7,2.37,-0.25,1.7,2.375,2.0,3.25,3.2,3.1,2.3,2.1,2.0,3.1,2.75,2.9,1.85,2.6,2.8,1.71,2.05,1.775,3.2,-0.25,-0.25,2.2,1.8,2.75,2.125,2.25,Bolton,Southampton,Bolton_Southampton_2003
113,3.2,3.0,3.0,2.3,2.1,2.9,2.25,-0.25,1.95,2.1,1.95,3.2,3.25,3.2,2.2,1.85,2.0,3.2,3.0,2.9,1.9,3.0,2.87,1.71,2.0,1.9,3.2,-0.25,-0.25,2.2,1.8,2.87,2.0,2.1,Charlton,Fulham,Charlton_Fulham_2003
114,3.25,3.5,3.2,1.9,1.9,3.9,1.83,-0.5,2.0,1.909,1.95,3.25,3.25,3.3,1.83,1.8,1.75,3.2,4.0,3.4,1.9,3.4,3.75,1.95,1.9,1.925,3.25,-0.5,-0.5,1.9,1.9,4.0,1.975,1.8,Portsmouth,Leeds,Portsmouth_Leeds_2003
115,3.2,2.4,3.0,2.7,2.6,2.45,2.6,0.0,1.7,2.6,2.1,3.25,3.2,3.1,2.7,2.1,1.85,3.1,2.38,2.4,1.75,2.375,2.37,1.85,1.8,1.825,3.15,0.0,0.25,2.6,2.0,2.5,2.075,2.88,Wolves,Birmingham,Wolves_Birmingham_2003
116,3.4,5.0,3.4,1.62,1.57,5.25,1.61,-0.75,2.05,1.5,1.8,3.5,3.6,3.4,1.57,1.75,1.71,3.5,6.5,4.6,2.05,6.0,5.5,2.0,1.8,2.075,3.5,-0.75,-0.75,1.6,2.0,5.0,1.825,1.57,Chelsea,Newcastle,Chelsea_Newcastle_2003
117,3.2,2.25,3.0,2.8,2.8,2.35,2.75,0.0,1.85,2.6,2.1,3.25,3.2,3.2,2.75,1.95,1.75,3.1,2.38,2.3,1.75,2.375,2.3,1.95,2.0,1.875,3.25,0.0,0.0,2.7,1.8,2.37,2.025,2.88,Liverpool,Man United,Liverpool_Man United_2003
118,3.6,6.0,3.7,1.45,1.5,7.0,1.44,-1.0,2.1,1.444,1.85,3.75,3.8,3.6,1.5,1.7,1.75,3.4,6.5,5.0,2.0,6.5,6.0,1.95,1.8,2.025,3.8,-1.0,-1.0,1.5,2.0,7.0,1.875,1.44,Man City,Leicester,Man City_Leicester_2003
119,3.25,2.87,3.0,2.3,2.2,2.9,2.25,-0.25,1.85,2.2,1.9,3.25,3.25,3.2,2.25,1.95,1.85,3.1,2.88,2.9,1.95,2.75,2.8,1.85,1.95,1.85,3.2,-0.25,-0.25,2.2,1.85,2.87,2.05,2.38,Blackburn,Everton,Blackburn_Everton_2003
120,3.2,1.72,3.1,4.45,4.2,1.77,4.5,0.5,1.85,4.33,1.8,3.25,3.4,3.25,4.33,1.95,1.79,3.25,1.73,1.85,2.05,1.73,1.73,1.9,2.05,1.875,3.35,0.75,0.5,3.6,1.77,1.72,2.025,4.33,Birmingham,Arsenal,Birmingham_Arsenal_2003
121,3.2,4.33,3.2,1.7,1.72,5.0,1.66,-0.75,1.9,1.73,1.85,3.4,3.4,3.25,1.67,1.9,1.95,3.2,4.5,4.2,2.0,4.33,4.75,1.75,1.85,2.0,3.3,-0.75,-0.75,1.7,1.95,5.0,1.9,1.67,Everton,Wolves,Everton_Wolves_2003
122,3.4,2.87,3.1,2.25,2.1,3.0,2.2,-0.25,1.9,2.0,2.0,3.25,3.2,3.2,2.25,1.9,1.95,3.3,2.75,3.0,1.85,3.0,2.8,1.75,1.95,1.875,3.2,-0.25,-0.25,2.1,1.85,3.0,2.025,2.25,Leeds,Bolton,Leeds_Bolton_2003
123,3.25,2.5,3.0,2.65,2.5,2.5,2.7,0.0,1.85,2.5,1.95,3.2,3.25,3.2,2.5,1.95,1.95,3.1,2.38,2.5,1.9,2.4,2.5,1.75,1.9,1.9,3.2,0.0,0.0,2.5,1.9,2.37,2.0,2.62,Leicester,Charlton,Leicester_Charlton_2003
124,5.0,9.5,4.5,1.28,1.22,10.0,1.25,-1.5,2.1,1.22,1.8,5.5,5.0,5.0,1.25,1.7,1.55,5.0,10.0,9.0,2.05,10.0,9.0,2.25,1.8,2.1,4.75,-1.5,-1.5,1.25,2.0,10.0,1.8,1.25,Man United,Blackburn,Man United_Blackburn_2003
125,3.2,2.25,3.1,2.85,2.75,2.33,2.8,0.25,1.75,2.6,1.85,3.25,3.25,3.2,2.8,2.05,1.9,3.2,2.25,2.2,2.0,2.38,2.25,1.79,1.8,2.1,3.25,0.25,0.25,2.8,2.0,2.3,1.8,2.75,Middlesbrough,Liverpool,Middlesbrough_Liverpool_2003
126,3.2,3.75,3.2,1.85,1.8,4.0,1.8,-0.5,2.0,1.73,1.8,3.25,3.4,3.25,1.75,1.8,1.71,3.3,4.0,4.0,2.05,4.33,4.2,2.0,1.85,2.025,3.35,-0.5,-0.5,1.75,1.95,4.0,1.875,1.8,Newcastle,Man City,Newcastle_Man City_2003
127,3.4,1.66,3.2,4.5,4.5,1.75,4.5,0.75,1.95,4.33,1.95,3.4,3.4,3.25,4.33,1.85,1.75,3.3,1.62,1.7,1.9,1.67,1.73,1.95,1.9,1.975,3.4,0.75,0.75,4.2,1.9,1.72,1.925,5.0,Southampton,Chelsea,Southampton_Chelsea_2003
128,3.2,3.3,3.1,2.0,2.0,3.6,1.9,-0.5,1.75,2.1,1.8,3.2,3.25,3.1,2.0,2.05,1.95,3.1,3.75,3.5,2.05,3.0,3.4,1.75,2.0,1.8,3.2,-0.25,-0.5,1.9,1.8,3.75,2.1,2.0,Tottenham,Aston Villa,Tottenham_Aston Villa_2003
129,3.25,3.6,3.2,1.95,1.83,3.7,1.83,-0.5,1.95,1.8,1.95,3.25,3.25,3.2,1.91,1.85,1.85,3.3,4.0,4.0,1.9,3.75,3.6,1.85,1.95,1.95,3.25,-0.5,-0.5,1.75,1.85,4.0,1.95,1.91,Fulham,Portsmouth,Fulham_Portsmouth_2003
130,3.0,2.87,3.0,2.27,2.25,2.9,2.25,-0.25,1.66,2.25,1.95,3.2,3.25,3.2,2.2,2.15,1.95,3.0,2.88,2.9,1.9,2.88,2.88,1.75,1.95,1.875,3.2,-0.25,-0.25,2.2,1.85,2.87,2.025,2.2,Aston Villa,Southampton,Aston Villa_Southampton_2003
131,3.2,2.8,3.0,2.18,2.2,3.05,2.1,-0.25,1.75,2.1,1.9,3.2,3.25,3.2,2.2,2.05,1.85,3.2,2.88,2.9,1.95,3.0,2.88,1.85,1.9,2.05,3.25,-0.25,-0.25,2.2,1.9,3.2,1.85,2.2,Blackburn,Tottenham,Blackburn_Tottenham_2003
132,3.2,2.8,3.0,2.3,2.25,2.85,2.25,-0.25,1.66,2.2,2.05,3.25,3.25,3.2,2.25,2.15,2.0,3.1,2.8,2.9,1.8,2.8,2.8,1.71,2.0,1.875,3.2,-0.25,-0.25,2.2,1.8,2.87,2.025,2.2,Bolton,Everton,Bolton_Everton_2003
133,3.5,4.5,3.3,1.65,1.61,4.85,1.61,-0.75,2.0,1.53,1.8,3.4,3.4,3.4,1.62,1.8,1.71,3.5,5.5,4.4,2.05,5.5,5.0,2.0,1.9,2.025,3.5,-0.75,-0.75,1.65,1.9,5.5,1.875,1.57,Charlton,Leeds,Charlton_Leeds_2003
134,3.4,4.0,3.3,1.85,1.8,3.95,1.8,-0.5,1.9,1.73,1.9,3.25,3.4,3.25,1.8,1.9,1.85,3.1,4.0,3.8,1.95,4.0,4.0,1.85,1.85,1.975,3.3,-0.5,-0.5,1.75,1.95,4.0,1.925,1.8,Portsmouth,Leicester,Portsmouth_Leicester_2003
135,3.2,1.9,3.3,3.7,3.5,1.92,3.75,0.5,1.95,3.0,2.0,3.4,3.25,3.25,3.75,1.85,1.85,3.2,1.8,1.8,1.85,2.1,1.85,1.85,1.9,1.9,3.25,0.5,0.5,3.6,1.9,1.9,2.0,4.33,Wolves,Newcastle,Wolves_Newcastle_2003
136,4.33,8.0,3.9,1.35,1.28,8.7,1.33,-1.25,2.1,1.29,1.9,4.5,4.33,4.0,1.33,1.7,1.55,4.5,9.0,6.0,1.95,9.0,8.5,2.25,2.0,2.05,4.15,-1.25,-1.5,1.4,1.8,8.5,1.85,1.33,Arsenal,Fulham,Arsenal_Fulham_2003
137,3.2,2.75,3.0,2.4,2.4,2.75,2.37,0.0,1.85,2.25,1.85,3.3,3.25,3.0,2.38,1.95,1.75,2.9,2.8,2.9,2.0,2.75,2.75,1.95,1.8,2.1,3.15,0.0,0.0,2.2,2.0,2.7,1.8,2.38,Chelsea,Man United,Chelsea_Man United_2003
138,3.25,5.5,3.5,1.58,1.53,5.7,1.57,-1.0,1.9,1.57,1.9,3.4,3.6,3.4,1.57,1.9,,3.4,5.0,4.8,1.95,5.5,5.5,,1.9,1.85,3.5,-1.0,-1.0,1.55,1.9,5.5,2.05,1.62,Liverpool,Birmingham,Liverpool_Birmingham_2003
139,3.25,3.4,3.1,2.0,1.9,3.45,1.9,-0.5,1.85,1.91,2.0,3.25,3.25,3.25,1.91,1.95,2.0,3.25,3.5,3.2,1.85,3.4,3.5,1.71,2.0,1.8,3.25,-0.5,-0.5,2.0,1.8,3.75,2.1,1.91,Man City,Middlesbrough,Man City_Middlesbrough_2003
140,3.2,3.0,3.2,2.2,2.1,3.0,2.2,-0.25,1.7,2.0,1.95,3.25,3.2,3.25,2.1,2.1,2.0,3.2,3.0,3.1,1.9,3.2,3.0,1.71,1.9,1.9,3.2,-0.25,-0.25,2.0,1.9,3.0,2.0,2.1,Birmingham,Blackburn,Birmingham_Blackburn_2003
141,3.2,3.6,3.1,1.9,1.83,3.8,1.8,-0.5,1.9,1.7269999999999999,2.0,3.25,3.2,3.25,1.85,1.9,1.9,3.3,3.75,3.8,1.85,4.333,3.75,1.85,1.95,1.925,3.25,-0.5,-0.5,1.8,1.85,4.33,1.975,1.83,Fulham,Bolton,Fulham_Bolton_2003
142,3.5,1.5,3.4,5.5,5.5,1.55,6.5,0.75,1.85,5.5,1.85,3.5,3.6,3.6,5.5,1.95,1.95,3.6,1.5,1.6,2.0,1.5330000000000001,1.53,1.8,2.0,1.8,3.6,1.0,0.75,4.6,1.8,1.5,2.1,6.0,Leeds,Chelsea,Leeds_Chelsea_2003
143,3.4,1.5,3.4,6.25,5.5,1.55,6.5,1.0,2.1,6.0,1.95,3.75,3.4,3.6,5.5,1.7,1.85,3.6,1.44,1.6,1.9,1.5,1.53,1.85,1.85,2.025,3.5,1.0,1.0,4.6,1.95,1.53,1.875,6.5,Leicester,Arsenal,Leicester_Arsenal_2003
144,4.5,11.0,4.3,1.27,1.2,10.0,1.28,-1.5,2.0,1.25,1.9,4.5,4.5,4.5,1.25,1.8,1.65,5.0,11.0,8.5,1.95,10.0,11.0,2.05,1.9,1.9,5.0,-1.5,-1.5,1.27,1.9,10.0,2.0,1.25,Man United,Aston Villa,Man United_Aston Villa_2003
145,3.25,4.33,3.2,1.75,1.72,4.5,1.72,-0.75,1.7,1.6669999999999998,1.9,3.4,3.4,3.25,1.72,2.1,2.0,3.2,4.5,4.2,1.95,4.5,4.33,1.71,1.95,1.85,3.35,-0.75,-0.75,1.7,1.85,4.5,2.05,1.67,Middlesbrough,Portsmouth,Middlesbrough_Portsmouth_2003
146,3.2,2.75,3.1,2.25,2.25,2.9,2.25,0.0,1.8,2.2,1.8,3.25,3.4,3.2,2.25,2.0,1.87,3.2,2.88,2.8,2.05,2.8,2.8,1.85,1.8,2.125,3.2,0.0,0.0,2.2,2.0,2.75,1.775,2.38,Newcastle,Liverpool,Newcastle_Liverpool_2003
147,3.25,5.0,3.4,1.62,1.57,5.5,1.66,-0.75,1.8,1.615,1.8,3.5,3.4,3.4,1.57,2.0,1.9,3.5,5.5,4.6,2.05,5.0,5.5,1.79,1.83,2.075,3.4,-0.75,-0.75,1.6,1.97,5.0,1.825,1.53,Tottenham,Wolves,Tottenham_Wolves_2003
148,3.2,2.75,3.1,2.32,2.25,2.82,2.3,-0.25,1.8,2.1,1.9,3.4,3.4,3.2,2.25,2.0,1.79,3.2,2.9,2.8,1.95,3.0,2.8,1.9,1.95,1.875,3.15,-0.25,-0.25,2.2,1.85,2.7,2.025,2.25,Everton,Man City,Everton_Man City_2003
149,3.2,2.8,3.1,2.2,2.2,3.05,2.25,-0.25,1.75,2.2,1.95,3.3,3.25,3.2,2.2,2.05,2.0,3.2,3.0,2.8,1.9,2.8,2.87,1.71,1.9,1.875,3.1,-0.25,-0.25,2.2,1.9,2.87,2.025,2.25,Southampton,Charlton,Southampton_Charlton_2003
150,4.333,10.0,4.2,1.3,1.25,10.0,1.286,-1.25,2.05,1.286,2.0,4.75,4.5,4.33,1.3,1.75,1.71,4.5,9.5,8.0,1.85,9.0,8.5,2.0,1.95,2.05,4.5,-1.5,-1.5,1.3,1.85,10.0,1.85,1.25,Chelsea,Bolton,Chelsea_Bolton_2003
151,3.2,2.75,3.0,2.3,2.3,2.85,2.25,-0.25,1.66,2.2,1.95,3.25,3.25,3.2,2.25,2.15,1.9,3.1,2.75,2.9,1.9,2.8,2.8,1.79,2.01,1.85,3.2,-0.25,-0.25,2.2,1.8,2.875,2.05,2.25,Leicester,Birmingham,Leicester_Birmingham_2003
152,3.25,6.0,3.5,1.55,1.53,6.0,1.571,-0.75,1.85,1.571,1.85,3.4,3.4,3.4,1.53,1.95,1.85,3.25,6.0,4.8,2.0,5.5,6.0,1.85,1.8,2.1,3.5,-0.75,-0.75,1.55,2.0,6.0,1.8,1.53,Liverpool,Southampton,Liverpool_Southampton_2003
153,3.75,8.0,3.9,1.4,1.36,8.4,1.4,-1.25,2.0,1.364,1.85,4.33,3.75,4.0,1.36,1.8,1.79,3.75,8.5,6.0,2.0,8.0,7.5,1.9,1.9,1.95,3.8,-1.25,-1.25,1.4,1.9,8.5,1.95,1.36,Man United,Man City,Man United_Man City_2003
154,3.2,3.2,3.0,2.1,2.0,3.3,2.1,-0.25,1.7,2.1,2.05,3.25,3.25,3.2,2.1,2.1,2.0,3.2,3.0,3.1,1.8,3.0,3.1,1.71,1.85,2.05,3.2,-0.5,-0.25,2.1,1.95,3.2,1.85,2.1,Middlesbrough,Charlton,Middlesbrough_Charlton_2003
155,3.5,5.0,3.3,1.65,1.57,5.25,1.615,-0.75,1.95,1.615,1.85,3.5,3.4,3.4,1.61,1.85,1.9,3.5,5.0,4.4,2.0,4.5,5.0,1.79,1.9,2.0,3.4,-0.75,-0.75,1.65,1.9,5.5,1.9,1.57,Newcastle,Tottenham,Newcastle_Tottenham_2003
156,3.2,3.0,3.1,2.2,2.1,3.0,2.2,-0.25,1.8,2.2,2.0,3.2,3.2,3.2,2.2,2.0,1.9,3.2,2.88,3.0,1.85,2.8,2.87,1.79,1.95,1.85,3.2,-0.25,-0.25,2.1,1.85,3.0,2.05,2.2,Portsmouth,Everton,Portsmouth_Everton_2003
157,4.0,8.5,3.9,1.35,1.3,8.35,1.364,-1.25,2.05,1.3330000000000002,2.0,4.33,4.333,4.33,1.33,1.75,1.75,4.2,8.5,6.0,1.85,8.0,7.5,1.95,1.95,1.8,4.2,-1.25,-1.25,1.4,1.85,7.5,2.1,1.36,Arsenal,Blackburn,Arsenal_Blackburn_2003
158,3.2,4.2,3.1,1.75,1.72,4.6,1.7269999999999999,-0.75,1.75,1.7269999999999999,1.85,3.4,3.4,3.4,1.66,2.05,1.95,3.25,4.5,3.8,2.0,4.333,4.5,1.75,1.85,2.0,3.3,-0.75,-0.75,1.8,1.95,4.5,1.9,1.67,Aston Villa,Wolves,Aston Villa_Wolves_2003
159,3.2,2.5,3.1,2.26,2.5,2.85,2.5,-0.25,1.85,2.5,2.0,3.3,3.2,3.2,2.37,1.95,1.95,3.1,2.8,2.5,1.85,2.5,2.62,1.75,2.0,1.8,3.25,-0.25,-0.25,2.4,1.8,2.6,2.1,2.38,Leeds,Fulham,Leeds_Fulham_2003
160,3.2,4.2,3.2,1.87,1.72,3.9,1.909,-0.5,1.75,1.8,1.9,3.25,3.3,3.2,1.9,2.05,1.85,3.25,3.75,4.0,1.95,4.0,3.6,1.85,1.9,1.95,3.25,-0.5,-0.5,1.75,1.95,4.0,1.95,1.83,Blackburn,Aston Villa,Blackburn_Aston Villa_2003
161,3.4,1.57,3.2,4.5,5.0,1.7,5.0,0.75,1.95,4.333,2.0,3.4,3.6,3.4,4.5,1.85,1.79,3.5,1.62,1.7,1.85,1.6669999999999998,1.66,1.9,1.95,1.925,3.5,0.75,0.75,4.2,1.9,1.6669999999999998,1.975,5.0,Bolton,Arsenal,Bolton_Arsenal_2003
162,3.25,2.25,3.0,2.7,2.75,2.4,2.875,0.0,1.9,2.4,1.85,3.2,3.3,3.2,2.6,1.9,1.79,3.2,2.38,2.4,2.0,2.5,2.4,1.9,2.1,1.85,3.25,0.25,0.0,2.6,1.75,2.375,2.05,2.62,Charlton,Newcastle,Charlton_Newcastle_2003
163,3.2,4.0,3.1,1.75,1.8,4.35,1.8,-0.75,1.75,1.7269999999999999,2.0,3.25,3.4,3.25,1.72,2.05,1.85,3.1,4.33,4.2,1.85,4.333,4.33,1.85,2.05,1.8,3.35,-0.75,-0.75,1.75,1.8,4.0,2.1,1.73,Everton,Leicester,Everton_Leicester_2003
164,3.25,1.66,3.1,4.3,4.5,1.78,4.5,0.5,1.85,3.75,2.05,3.25,3.4,3.25,4.33,1.95,1.71,3.3,1.73,1.85,1.8,1.8,1.72,2.0,2.05,1.85,3.3,0.5,0.5,3.6,1.8,1.8,2.05,4.33,Fulham,Chelsea,Fulham_Chelsea_2003
165,3.25,4.33,3.1,1.75,1.72,4.35,1.7269999999999999,-0.75,1.7,1.6669999999999998,2.0,3.4,3.4,3.25,1.8,2.1,2.0,3.2,4.75,4.2,1.85,4.5,4.0,1.71,2.0,1.825,3.35,-0.75,-0.75,1.75,1.85,5.0,2.075,1.73,Southampton,Portsmouth,Southampton_Portsmouth_2003
