,LBD,WHA,IWD,GBH,WHH,GBA,B365H,BWD,B365AH,B365<2.5,LBH,LBAHH,BWH,BWA,B365D,SBD,SBH,WHD,GB>2.5,B365>2.5,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,HomeTeam,AwayTeam,idGame
278,3.6,1.44,3.5,6.5,6.5,1.55,7.5,3.45,1.0,1.8,6.5,1.84,6.0,1.55,3.6,3.75,7.0,3.6,1.85,2.0,1.55,2.0,1.44,1.5,1.85,1.41,2.0,3.6,1.0,1.5,4.8,2.38,1.5,1.9,Crystal Palace,Man United,Crystal Palace_Man United_2004
279,3.2,2.75,3.0,2.3,2.3,3.0,2.3,3.2,-0.25,1.65,2.25,2.02,2.25,2.9,3.25,3.2,2.3,3.1,1.71,2.2,2.7,1.82,2.75,3.0,2.0,1.65,1.85,3.25,-0.25,0.0,2.3,2.15,3.0,2.05,Fulham,Charlton,Fulham_Charlton_2004
280,3.2,2.75,3.0,2.5,2.3,2.75,2.4,3.1,0.0,1.6,2.25,1.74,2.45,2.7,3.2,3.25,2.4,3.1,1.75,2.3,2.6,2.1,2.75,2.8,1.95,2.05,2.15,3.2,0.0,-0.25,2.4,1.7,2.87,1.75,Newcastle,Liverpool,Newcastle_Liverpool_2004
281,3.75,1.4,3.7,7.5,7.5,1.45,7.5,4.0,1.0,1.65,7.0,1.96,7.25,1.4,4.33,4.0,8.5,3.6,1.79,2.2,1.5,1.88,1.4,1.4,1.9,1.54,1.9,3.95,1.0,1.5,5.0,2.08,1.4,2.0,Norwich,Chelsea,Norwich_Chelsea_2004
282,3.2,2.5,2.9,2.5,2.5,2.75,2.5,3.1,-0.25,1.65,2.38,2.06,2.4,2.75,3.2,3.2,2.5,3.1,1.71,2.2,2.7,1.78,2.6,2.7,2.0,1.65,1.825,3.2,-0.25,0.0,2.4,2.15,2.75,2.075,Southampton,Tottenham,Southampton_Tottenham_2004
283,3.2,4.5,3.2,1.75,1.66,4.85,1.72,3.2,-0.5,1.55,1.67,1.86,1.7,5.0,3.4,3.4,1.7,3.3,1.65,2.37,4.2,1.98,5.0,5.0,2.05,1.5,2.05,3.35,-0.5,-0.25,1.7,2.45,5.0,1.85,Everton,Blackburn,Everton_Blackburn_2004
284,2.88,2.5,3.0,2.6,2.5,2.6,2.75,3.1,0.0,1.55,2.5,1.94,2.65,2.5,3.2,3.2,2.6,3.1,1.65,2.37,2.5,1.9,2.62,2.6,2.05,2.3,1.95,3.25,0.0,-0.25,2.5,1.55,2.5,1.95,West Brom,Birmingham,West Brom_Birmingham_2004
285,3.2,3.1,3.1,2.3,2.1,3.0,2.25,3.2,-0.25,1.6,2.2,1.9,2.2,3.0,3.2,3.2,2.3,3.1,1.71,2.3,3.2,1.94,2.8,3.0,2.0,1.55,1.9,3.25,-0.25,0.0,2.0,2.3,3.1,2.0,Man City,Bolton,Man City_Bolton_2004
286,5.5,12.0,5.5,1.17,1.16,17.0,1.2,6.0,-1.75,2.1,1.17,1.9,1.15,15.0,6.0,6.0,1.17,5.5,1.71,1.7,11.0,1.94,12.0,17.0,2.0,1.17,2.0,6.0,-1.75,-0.5,1.17,4.45,13.0,1.9,Chelsea,West Brom,Chelsea_West Brom_2004
287,3.2,2.8,3.0,2.4,2.2,2.8,2.37,3.15,-0.25,1.66,2.2,2.04,2.45,2.65,3.25,3.2,2.3,3.2,2.05,2.15,2.9,1.8,2.8,3.0,1.65,2.4,1.75,3.25,-0.25,-0.5,2.2,1.5,2.87,2.15,Charlton,Tottenham,Charlton_Tottenham_2004
288,3.25,5.5,3.5,1.57,1.57,6.0,1.57,4.0,-1.0,1.66,1.62,1.96,1.4,7.25,3.5,3.6,1.57,3.3,2.05,2.15,4.8,1.88,5.0,6.0,1.65,1.57,1.925,3.6,-1.0,-0.5,1.55,2.25,6.5,1.975,Liverpool,Blackburn,Liverpool_Blackburn_2004
289,3.2,1.6,3.2,4.5,4.8,1.8,4.5,3.4,0.75,1.66,5.0,1.78,5.0,1.65,3.4,3.4,4.33,3.4,1.95,2.15,1.75,2.06,1.67,1.8,1.75,1.91,2.125,3.33,0.75,0.5,4.0,1.8,1.8,1.775,Blackburn,Arsenal,Blackburn_Arsenal_2004
290,3.5,5.5,3.5,1.62,1.57,5.75,1.57,3.4,-0.75,1.8,1.53,1.76,1.6,5.5,3.6,3.6,1.57,3.3,2.0,2.0,4.8,2.08,5.5,6.0,1.71,1.75,2.1,3.5,-0.75,-0.75,1.55,2.08,6.0,1.8,Bolton,Norwich,Bolton_Norwich_2004
291,3.25,5.0,3.4,1.67,1.57,5.25,1.66,3.4,-0.75,1.8,1.67,1.92,1.6,5.5,3.4,3.4,1.67,3.5,1.9,2.0,4.6,1.92,4.5,5.5,1.79,1.9,1.975,3.45,-0.75,-0.75,1.6,1.9,5.5,1.925,Charlton,West Brom,Charlton_West Brom_2004
292,5.0,12.0,5.0,1.2,1.16,15.0,1.2,5.5,-1.75,2.1,1.2,2.0,1.18,14.0,6.0,5.5,1.2,5.5,1.75,1.7,10.0,1.84,11.0,15.0,1.95,2.0,1.9,5.5,-1.75,-1.75,1.2,1.8,13.0,2.0,Chelsea,Crystal Palace,Chelsea_Crystal Palace_2004
293,5.0,9.5,4.5,1.25,1.22,11.0,1.25,5.5,-1.5,2.1,1.2,1.88,1.2,12.0,5.0,5.2,1.25,5.0,1.65,1.7,9.0,1.96,11.0,11.0,2.05,1.9,1.975,5.3,-1.5,-1.5,1.25,1.9,13.0,1.925,Man United,Fulham,Man United_Fulham_2004
294,3.2,2.37,3.0,2.65,2.62,2.55,2.75,3.2,0.0,1.8,2.6,2.08,2.5,2.6,3.2,3.2,2.7,3.1,2.0,2.0,2.5,1.76,2.38,2.5,1.71,2.05,1.825,3.2,0.0,0.0,2.5,1.77,2.5,2.075,Portsmouth,Newcastle,Portsmouth_Newcastle_2004
295,3.2,3.75,3.1,1.87,1.83,4.25,1.83,3.2,-0.5,1.75,1.8,1.9,1.85,4.0,3.3,3.25,1.83,3.2,2.05,2.05,3.6,1.94,4.0,4.33,1.65,1.87,2.05,3.25,-0.5,-0.5,1.85,1.83,4.33,1.85,Tottenham,Man City,Tottenham_Man City_2004
296,3.0,2.87,3.0,2.35,2.25,3.0,2.3,3.0,-0.25,1.65,2.38,1.94,2.3,3.0,3.1,3.2,2.3,3.0,2.05,2.2,2.7,1.9,2.75,3.0,1.65,1.9,1.95,3.1,-0.25,-0.25,2.3,1.9,3.1,1.95,Birmingham,Aston Villa,Birmingham_Aston Villa_2004
297,3.2,4.0,3.1,1.91,1.83,4.0,1.9,3.2,-0.5,1.6,1.8,1.9,1.8,4.3,3.1,3.25,1.91,3.0,2.15,2.3,3.5,1.94,4.0,4.0,1.6,1.91,2.0,3.25,-0.5,-0.5,1.9,1.79,4.33,1.9,Liverpool,Everton,Liverpool_Everton_2004
298,3.2,4.2,3.1,1.87,1.8,4.25,1.8,3.25,-0.75,1.7,1.73,2.14,1.75,4.5,3.4,3.4,1.75,3.0,1.95,2.1,3.8,1.7,4.33,4.6,1.75,1.87,1.75,3.25,-0.75,-0.5,1.8,1.84,4.5,2.15,Middlesbrough,Southampton,Middlesbrough_Southampton_2004
299,6.0,12.0,5.0,1.2,1.16,13.0,1.2,5.5,-1.75,2.15,1.14,1.86,1.2,12.0,6.0,6.0,1.2,5.5,1.55,1.66,10.0,1.98,12.0,13.0,2.25,1.85,2.0,5.75,-1.75,-1.75,1.2,1.95,13.0,1.9,Arsenal,Norwich,Arsenal_Norwich_2004
300,3.2,2.8,3.0,2.33,2.2,2.9,2.37,3.1,0.0,1.61,2.2,2.08,2.3,2.9,3.2,3.2,2.38,3.2,2.05,2.25,2.7,1.76,2.8,2.88,1.65,1.75,2.175,3.2,-0.25,0.0,2.3,2.05,2.9,1.725,Birmingham,Tottenham,Birmingham_Tottenham_2004
301,3.25,3.2,3.1,2.05,2.0,3.5,2.0,3.2,-0.25,1.7,1.8,1.82,1.95,3.6,3.2,3.3,2.0,3.2,2.0,2.1,3.5,2.02,3.75,3.6,1.71,1.8,2.1,3.25,-0.25,-0.75,1.9,2.0,3.75,1.8,Charlton,Man City,Charlton_Man City_2004
302,3.2,2.62,3.0,2.4,2.37,2.85,2.37,3.2,0.0,1.66,2.2,1.76,2.4,2.7,3.2,3.25,2.4,3.1,2.0,2.15,2.7,2.08,2.8,2.8,1.71,1.8,2.1,3.2,0.0,0.0,2.3,2.0,2.9,1.8,Crystal Palace,Middlesbrough,Crystal Palace_Middlesbrough_2004
303,3.2,4.2,3.1,1.83,1.72,4.33,1.83,3.2,-0.5,1.65,1.73,1.92,1.7,5.0,3.25,3.4,1.75,3.25,2.05,2.2,3.8,1.92,4.33,4.6,1.65,1.83,1.875,3.3,-0.5,-0.5,1.8,1.87,4.5,2.025,Liverpool,Bolton,Liverpool_Bolton_2004
304,5.0,9.5,4.3,1.27,1.22,10.0,1.28,4.5,-1.5,1.95,1.22,1.94,1.3,9.0,5.0,5.0,1.29,5.0,1.79,1.85,8.5,1.9,10.0,10.0,1.9,1.9,1.975,5.0,-1.5,-1.5,1.27,1.9,10.0,1.925,Man United,Blackburn,Man United_Blackburn_2004
305,3.2,4.5,3.2,1.7,1.66,5.1,1.72,3.4,-0.75,1.8,1.73,1.9,1.65,5.0,3.4,3.4,1.73,3.3,1.95,2.0,4.2,1.94,4.33,4.75,1.75,1.9,1.95,3.3,-0.75,-0.75,1.7,1.9,5.0,1.95,Newcastle,Aston Villa,Newcastle_Aston Villa_2004
306,3.4,1.5,3.3,6.5,6.0,1.57,6.5,3.5,1.0,1.7,6.0,2.04,6.6,1.5,3.5,3.6,6.5,3.4,2.05,2.1,1.65,1.8,1.5,1.53,1.65,1.75,2.2,3.5,0.75,1.0,4.4,2.05,1.57,1.7,Southampton,Chelsea,Southampton_Chelsea_2004
307,3.2,3.5,3.1,2.05,1.95,3.5,2.1,3.25,-0.5,1.66,2.1,1.78,1.9,3.75,3.25,3.3,2.0,3.1,2.0,2.15,3.5,2.06,3.0,3.6,1.71,1.8,1.8,3.25,-0.25,-0.25,1.9,2.0,3.4,2.1,Fulham,Portsmouth,Fulham_Portsmouth_2004
308,3.2,2.37,3.0,2.9,2.62,2.4,2.75,3.2,0.25,1.65,2.6,2.1,3.0,2.2,3.2,3.2,2.88,3.1,2.05,2.2,2.4,1.74,2.38,2.38,1.65,1.8,2.125,3.1,0.0,0.25,2.6,2.0,2.5,1.775,West Brom,Everton,West Brom_Everton_2004
309,3.2,3.5,3.1,2.0,1.95,3.5,2.1,3.1,-0.5,1.7,2.0,2.04,1.95,3.75,3.2,3.25,1.95,3.1,2.05,2.1,3.5,1.8,3.2,3.8,1.65,2.0,1.85,3.2,-0.5,-0.5,1.9,1.67,3.5,2.05,Blackburn,Southampton,Blackburn_Southampton_2004
310,3.25,4.2,3.2,1.75,1.72,4.5,1.72,3.4,-0.5,1.66,1.67,1.8,1.65,5.0,3.4,3.4,1.73,3.25,2.05,2.15,4.0,2.04,4.5,4.75,1.65,1.75,2.1,3.3,-0.5,-0.5,1.75,1.9,5.0,1.8,Bolton,Fulham,Bolton_Fulham_2004
311,5.0,10.0,4.3,1.25,1.25,10.0,1.25,5.5,-1.5,1.8,1.2,2.0,1.2,12.0,5.5,5.5,1.22,4.5,1.9,2.0,8.5,1.84,11.0,12.0,1.79,1.95,1.85,5.0,-1.5,-1.5,1.27,1.85,11.0,2.05,Chelsea,Birmingham,Chelsea_Birmingham_2004
312,3.2,2.37,3.0,2.85,2.62,2.3,2.87,3.2,0.0,1.65,2.5,2.02,2.9,2.25,3.2,3.25,2.8,3.1,2.05,2.2,2.5,1.82,2.5,2.4,1.65,2.0,1.85,3.2,0.0,0.0,2.5,1.8,2.4,2.05,Man City,Liverpool,Man City_Liverpool_2004
313,3.2,1.61,3.2,4.7,5.0,1.72,5.0,3.4,0.75,1.9,4.33,1.96,5.0,1.65,3.1,3.4,4.75,3.3,1.85,1.9,1.75,1.88,1.73,1.73,1.85,1.9,1.95,3.3,0.75,0.75,4.0,1.9,1.8,1.95,Middlesbrough,Arsenal,Middlesbrough_Arsenal_2004
314,3.75,1.4,3.8,7.5,7.0,1.44,7.5,3.75,1.25,2.0,7.0,2.0,7.0,1.45,4.0,4.0,7.5,3.75,1.75,1.8,1.45,1.84,1.4,1.44,1.95,1.95,1.925,3.8,1.25,1.25,5.4,1.85,1.44,1.975,Norwich,Man United,Norwich_Man United_2004
315,3.2,2.62,3.1,2.35,2.3,2.8,2.3,3.2,-0.25,1.7,2.25,1.96,2.4,2.7,3.25,3.2,2.3,3.2,2.0,2.1,2.6,1.88,2.75,3.0,1.71,1.95,1.9,3.2,-0.25,-0.25,2.3,1.85,3.0,2.0,Portsmouth,Charlton,Portsmouth_Charlton_2004
316,3.2,4.33,3.1,1.8,1.72,4.2,1.83,3.2,-0.75,1.7,1.8,1.78,1.8,4.3,3.25,3.4,1.8,3.2,2.0,2.1,3.8,2.06,4.0,4.33,1.71,1.8,1.775,3.3,-0.5,-0.5,1.8,1.85,4.5,2.125,Aston Villa,West Brom,Aston Villa_West Brom_2004
317,3.25,5.0,3.4,1.65,1.61,5.0,1.66,3.4,-0.75,1.7,1.62,1.82,1.65,5.0,3.4,3.4,1.67,3.3,2.05,2.1,4.6,2.02,5.0,5.25,1.65,1.85,2.0,3.46,-0.75,-0.75,1.6,1.95,5.5,1.9,Everton,Crystal Palace,Everton_Crystal Palace_2004
318,3.2,3.2,3.1,2.1,2.0,3.25,2.1,3.1,-0.25,1.7,2.0,2.0,2.15,3.2,3.25,3.2,2.1,3.2,2.0,2.1,3.5,1.84,3.2,3.4,1.71,1.75,2.15,3.2,-0.5,-0.25,1.9,2.05,3.4,1.75,Tottenham,Newcastle,Tottenham_Newcastle_2004
319,3.25,3.75,3.0,1.9,1.83,3.85,1.9,3.1,-0.5,1.65,1.8,1.94,1.8,4.5,3.1,3.25,1.91,3.2,2.05,2.2,3.8,1.9,3.75,4.0,1.65,1.9,1.975,3.25,-0.5,-0.5,1.85,1.76,4.33,1.925,Birmingham,Portsmouth,Birmingham_Portsmouth_2004
320,3.2,2.62,3.0,2.4,2.3,2.75,2.4,3.1,-0.25,1.75,2.6,2.06,2.3,2.9,3.2,3.25,2.4,3.2,2.0,2.05,2.7,1.78,2.38,2.8,1.71,2.05,1.75,3.2,-0.25,-0.25,2.3,1.75,2.87,2.15,Charlton,Bolton,Charlton_Bolton_2004
321,3.2,3.2,3.1,2.0,2.0,3.5,2.0,3.25,-0.5,1.66,2.1,1.98,1.9,3.75,3.2,3.4,2.0,3.2,2.05,2.15,3.5,1.86,3.0,3.5,1.65,2.0,1.85,3.25,-0.5,-0.5,1.9,1.69,3.75,2.05,Crystal Palace,Norwich,Crystal Palace_Norwich_2004
322,3.25,2.75,3.0,2.25,2.25,3.0,2.3,3.2,-0.25,1.7,2.4,1.96,2.1,3.2,3.25,3.2,2.3,3.2,2.0,2.1,2.9,1.88,2.5,3.0,1.71,1.9,1.925,3.2,-0.25,-0.25,2.2,1.9,3.0,1.975,Fulham,Man City,Fulham_Man City_2004
323,3.4,3.75,3.1,1.8,1.8,4.0,1.83,3.5,-0.75,1.6,1.67,2.06,1.6,5.25,3.25,3.4,1.8,3.3,2.05,2.3,3.8,1.78,4.33,4.33,1.65,1.8,1.825,3.45,-0.75,-0.5,1.8,1.85,4.5,2.075,Liverpool,Tottenham,Liverpool_Tottenham_2004
324,3.25,2.87,3.0,2.2,2.15,3.1,2.2,3.2,-0.25,1.7,2.2,1.84,2.1,3.2,3.2,3.2,2.25,3.2,2.0,2.1,2.9,2.0,2.75,3.1,1.71,1.82,2.05,3.2,-0.25,-0.25,2.2,1.98,3.25,1.85,Southampton,Aston Villa,Southampton_Aston Villa_2004
325,3.5,5.0,3.4,1.62,1.57,5.25,1.61,3.2,-0.75,1.8,1.57,1.96,1.7,5.0,3.6,3.6,1.62,3.5,1.95,2.0,4.6,1.88,5.0,5.5,1.75,1.9,1.925,3.5,-0.75,-0.75,1.6,1.9,5.5,1.975,Bolton,Southampton,Bolton_Southampton_2004
326,3.25,4.2,3.2,1.75,1.7,4.5,1.83,3.3,-0.5,1.8,1.83,1.82,1.7,4.75,3.3,3.4,1.8,3.4,2.0,2.0,4.0,2.02,3.6,4.33,1.71,2.05,2.025,3.35,-0.5,-0.75,1.75,1.7,4.33,1.875,Middlesbrough,Fulham,Middlesbrough_Fulham_2004
327,3.25,3.6,3.1,1.9,1.83,3.85,1.9,3.1,-0.5,1.8,1.67,1.94,1.9,4.0,3.1,3.25,1.91,3.3,1.95,2.0,3.8,1.9,4.5,4.0,1.75,1.9,1.9,3.25,-0.5,-0.5,1.8,1.76,4.33,2.0,Aston Villa,Charlton,Aston Villa_Charlton_2004
328,3.4,3.3,3.2,1.9,1.9,3.75,1.9,3.25,-0.5,1.8,1.73,1.96,1.9,3.75,3.3,3.4,1.85,3.3,1.9,2.0,3.7,1.88,4.0,4.0,1.79,1.9,1.9,3.35,-0.5,-0.5,1.8,1.77,4.0,2.0,Blackburn,Crystal Palace,Blackburn_Crystal Palace_2004
329,3.2,3.5,3.1,2.0,1.9,3.5,2.1,3.2,-0.25,1.7,2.1,1.82,1.95,3.6,3.2,3.2,2.05,3.2,1.95,2.1,3.2,2.02,3.0,3.6,1.75,1.8,2.075,3.25,-0.25,-0.25,2.0,2.0,3.5,1.825,Chelsea,Arsenal,Chelsea_Arsenal_2004
330,3.2,1.83,3.1,3.6,3.6,1.95,4.0,3.2,0.5,1.7,3.75,1.98,3.6,1.95,3.3,3.4,3.75,3.3,2.0,2.1,1.85,1.86,1.83,1.91,1.71,1.72,1.875,3.3,0.5,0.5,3.6,1.95,1.9,2.025,Everton,Man United,Everton_Man United_2004
331,3.25,3.3,3.1,1.95,1.9,3.65,2.0,3.15,-0.25,1.66,1.91,1.76,2.0,3.5,3.2,3.3,2.0,3.3,2.05,2.15,3.6,2.08,3.4,3.6,1.65,1.8,2.125,3.25,-0.25,-0.25,1.85,2.0,3.75,1.775,Man City,Birmingham,Man City_Birmingham_2004
332,3.25,2.5,3.0,2.4,2.37,2.65,2.5,3.2,0.0,1.9,2.4,1.82,2.25,2.9,3.4,3.4,2.4,3.3,1.85,1.9,2.5,2.02,2.5,2.7,1.85,1.8,2.05,3.35,0.0,0.0,2.5,2.0,2.62,1.85,Norwich,Newcastle,Norwich_Newcastle_2004
333,3.25,2.05,3.1,3.15,3.0,2.15,3.2,3.2,0.25,1.75,2.75,1.98,3.2,2.1,3.25,3.2,3.2,3.3,2.0,2.05,2.0,1.86,2.2,2.2,1.7,2.0,1.85,3.25,0.25,0.25,3.2,1.8,2.2,2.049,Portsmouth,Liverpool,Portsmouth_Liverpool_2004
334,3.4,4.0,3.3,1.75,1.72,4.5,1.66,3.2,-0.75,1.95,1.67,2.02,1.8,4.3,3.4,3.4,1.7,3.4,1.9,1.85,4.4,1.82,4.33,5.0,1.79,2.0,1.875,3.35,-0.75,-0.75,1.65,1.8,5.5,2.025,Tottenham,West Brom,Tottenham_West Brom_2004
335,3.2,2.75,3.0,2.35,2.25,2.9,2.37,3.2,-0.25,1.65,2.25,2.06,2.25,2.9,3.25,3.3,2.3,3.2,2.05,2.2,2.9,1.78,2.75,2.9,1.65,1.73,1.8,3.2,-0.25,0.0,2.2,2.0,2.87,2.1,Aston Villa,Bolton,Aston Villa_Bolton_2004
336,3.2,2.62,3.0,2.3,2.3,3.0,2.3,3.1,-0.25,1.65,2.2,1.98,2.3,2.9,3.25,3.3,2.25,3.2,2.05,2.2,2.9,1.86,2.8,3.0,1.65,2.0,1.875,3.2,-0.25,-0.25,2.2,1.8,3.0,2.025,Blackburn,Man City,Blackburn_Man City_2004
337,4.5,9.5,4.2,1.28,1.22,11.0,1.28,5.5,-1.25,1.8,1.25,2.1,1.2,12.0,5.0,5.25,1.25,5.0,1.85,2.0,8.0,1.74,10.0,11.0,1.85,1.95,1.95,4.75,-1.5,-1.25,1.3,1.85,10.0,1.95,Chelsea,Fulham,Chelsea_Fulham_2004
338,3.25,1.8,3.1,3.6,3.5,1.95,3.75,3.2,0.5,1.7,3.4,1.9,4.0,1.85,3.5,3.4,3.75,3.5,2.0,2.1,2.0,1.94,1.91,1.91,1.71,1.75,1.925,3.4,0.5,0.5,3.2,1.95,1.9,1.975,Crystal Palace,Liverpool,Crystal Palace_Liverpool_2004
339,3.25,5.0,3.4,1.7,1.61,5.0,1.66,3.35,-0.75,1.65,1.62,1.92,1.7,4.75,3.4,3.6,1.62,3.3,2.05,2.2,4.6,1.92,5.0,5.5,1.65,1.9,1.975,3.4,-0.75,-0.75,1.6,1.9,5.5,1.925,Everton,Birmingham,Everton_Birmingham_2004
340,3.2,3.6,3.1,1.95,1.8,3.8,1.9,3.2,-0.5,1.75,2.0,2.02,1.8,4.3,3.3,3.4,1.85,3.4,1.95,2.05,3.5,1.82,3.2,4.0,1.75,1.95,1.8,3.25,-0.5,-0.5,1.9,1.75,4.0,2.1,Middlesbrough,West Brom,Middlesbrough_West Brom_2004
341,3.25,2.87,3.1,2.2,2.05,3.1,2.25,3.2,-0.25,1.85,2.2,1.82,2.2,3.0,3.4,3.4,2.2,3.5,1.85,1.95,2.8,2.02,2.75,3.0,1.85,1.85,2.05,3.3,-0.25,-0.25,2.2,1.95,3.0,1.85,Norwich,Charlton,Norwich_Charlton_2004
342,4.5,7.5,4.0,1.35,1.3,8.5,1.36,4.0,-1.25,1.95,1.29,1.88,1.35,9.0,4.5,4.33,1.36,4.5,1.79,1.85,7.5,1.96,8.0,8.5,1.9,1.9,1.975,4.4,-1.25,-1.25,1.33,1.9,8.5,1.925,Man United,Newcastle,Man United_Newcastle_2004
343,3.25,3.0,3.1,2.2,2.05,3.2,2.25,3.25,-0.25,1.7,2.2,1.94,2.0,3.4,3.25,3.25,2.2,3.3,1.85,2.1,3.0,1.9,2.75,3.1,1.85,1.9,1.875,3.2,-0.25,-0.25,2.1,1.9,3.1,2.025,Portsmouth,Southampton,Portsmouth_Southampton_2004
344,3.4,6.5,3.8,1.47,1.44,7.25,1.5,3.75,,2.0,1.5,,1.45,7.0,3.75,3.75,1.5,3.6,1.79,1.8,5.4,,6.0,7.0,1.9,1.8,,3.75,,-1.0,1.45,2.0,7.0,,Arsenal,Tottenham,Arsenal_Tottenham_2004
345,3.2,3.2,3.1,2.1,1.9,3.4,2.1,3.15,-0.5,1.53,2.0,2.06,2.0,3.5,3.25,3.25,2.1,3.5,2.15,2.4,3.5,1.78,3.2,3.4,1.6,1.8,1.85,3.25,-0.5,-0.25,1.9,2.0,3.5,2.05,West Brom,Blackburn,West Brom_Blackburn_2004
346,3.25,3.25,3.0,2.2,1.95,3.15,2.25,3.2,-0.25,2.05,1.91,1.8,2.2,3.0,3.25,3.25,2.2,3.3,1.95,1.75,3.1,2.04,3.4,3.1,1.75,1.8,2.05,3.25,-0.25,-0.25,2.1,2.0,3.1,1.85,Newcastle,Middlesbrough,Newcastle_Middlesbrough_2004
347,3.2,3.2,3.1,2.15,2.05,3.25,2.2,3.2,-0.25,1.57,2.1,1.82,2.1,3.2,3.2,3.2,2.2,3.1,2.15,2.35,3.2,2.02,3.0,3.2,1.6,1.8,2.075,3.15,-0.25,-0.25,2.0,2.0,3.25,1.825,Birmingham,Blackburn,Birmingham_Blackburn_2004
348,3.2,1.83,3.1,3.65,3.6,1.95,3.75,3.35,0.25,1.66,3.5,1.72,4.0,1.8,3.2,3.2,3.75,3.3,2.0,2.15,2.0,2.12,1.91,2.0,1.71,1.73,1.9,3.3,0.5,0.5,3.2,1.95,2.0,2.0,Bolton,Chelsea,Bolton_Chelsea_2004
349,3.2,2.37,3.0,2.75,2.62,2.4,2.75,3.1,0.0,1.65,2.75,1.92,3.0,2.25,3.2,3.25,2.8,3.1,2.05,2.2,2.5,1.92,2.25,2.4,1.65,1.9,1.95,3.2,0.0,0.0,2.5,1.9,2.5,1.95,Fulham,Everton,Fulham_Everton_2004
350,3.5,4.2,3.1,1.73,1.7,4.5,1.72,3.4,-0.75,1.8,1.57,2.1,1.6,5.5,3.4,3.4,1.7,3.4,1.95,2.0,3.8,1.74,5.0,5.0,1.75,1.98,1.75,3.4,-0.75,-0.75,1.8,1.82,5.0,2.15,Liverpool,Middlesbrough,Liverpool_Middlesbrough_2004
351,3.2,3.75,3.2,1.8,1.8,4.25,1.72,3.2,-0.5,1.66,1.73,1.76,1.8,4.3,3.4,3.25,1.83,3.3,2.0,2.15,4.2,2.08,4.33,4.33,1.71,1.8,2.075,3.3,-0.5,-0.5,1.7,1.86,5.0,1.825,Man City,Portsmouth,Man City_Portsmouth_2004
352,3.5,3.6,3.1,1.85,1.8,4.0,1.83,3.2,-0.5,1.95,1.73,1.92,1.8,4.3,3.3,3.4,1.83,3.4,1.85,1.85,3.5,1.92,3.75,4.2,1.85,1.85,1.95,3.3,-0.5,-0.5,1.9,1.81,4.33,1.95,Newcastle,Crystal Palace,Newcastle_Crystal Palace_2004
353,3.2,2.8,3.0,2.0,2.15,3.4,2.0,3.2,-0.5,1.85,2.1,1.98,2.1,3.2,3.4,3.25,2.05,3.3,1.9,1.95,3.1,1.86,3.0,3.5,1.79,2.0,1.85,3.3,-0.5,-0.5,2.1,1.67,3.5,2.05,Southampton,Norwich,Southampton_Norwich_2004
354,3.5,1.57,3.3,5.0,5.0,1.65,6.0,3.4,0.75,1.8,5.0,2.02,4.5,1.7,3.4,3.6,5.0,3.5,1.9,2.0,1.65,1.82,1.57,1.67,1.79,1.98,1.85,3.5,0.75,0.75,4.4,1.82,1.61,2.05,Charlton,Man United,Charlton_Man United_2004
355,3.2,3.6,3.1,1.95,1.83,3.7,1.9,3.15,-0.5,1.7,2.0,2.0,2.0,3.5,3.3,3.25,1.91,3.3,2.0,2.1,3.6,1.84,3.2,4.0,1.71,1.95,1.875,3.25,-0.5,-0.5,1.85,1.73,4.0,2.025,Tottenham,Aston Villa,Tottenham_Aston Villa_2004
356,3.6,1.57,3.3,4.85,5.0,1.67,5.0,3.45,0.75,1.7,5.5,,5.3,1.6,3.6,3.6,5.0,3.5,1.95,2.1,1.65,,1.5,1.67,1.75,2.03,1.975,3.5,,0.5,4.4,1.67,1.66,1.925,West Brom,Arsenal,West Brom_Arsenal_2004
357,3.2,2.87,3.1,2.2,2.2,3.0,2.2,3.1,-0.25,,2.1,1.786,2.25,3.0,3.4,3.2,2.2,3.1,,,3.2,1.98,3.0,3.2,,2.2,2.0,3.25,-0.25,-0.5,2.0,1.56,2.75,1.9,Fulham,Newcastle,Fulham_Newcastle_2004
358,3.2,2.7,3.1,2.25,2.2,3.0,2.37,3.2,-0.25,1.65,2.2,2.02,2.2,3.0,3.25,3.2,2.3,3.3,2.0,2.05,2.8,1.82,2.8,3.0,1.71,1.95,1.9,3.2,-0.25,-0.25,2.2,1.85,2.87,2.0,Aston Villa,Man City,Aston Villa_Man City_2004
359,3.2,3.5,3.1,2.0,1.95,3.6,2.1,3.1,-0.25,1.66,1.91,1.86,2.0,3.6,3.25,3.25,2.0,3.1,2.05,2.15,3.6,1.98,3.5,3.6,1.65,1.75,2.125,3.2,-0.5,-0.25,1.85,2.05,3.4,1.775,Blackburn,Fulham,Blackburn_Fulham_2004
360,4.5,8.0,4.0,1.29,1.28,9.5,1.28,4.5,-1.25,1.85,1.25,1.7,1.3,9.0,5.0,4.75,1.3,4.5,1.85,1.95,7.5,2.18,10.0,10.0,1.85,1.9,1.975,4.75,1.28,-1.25,1.33,1.9,10.0,1.925,Chelsea,Charlton,Chelsea_Charlton_2004
