,WHD,IWH,SBH,SBA,SOA,WHA,B365A,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
131,5.0,1.22,1.22,9.0,,9.5,11.0,10.1,5.0,1.2,1.22,,,9.5,,1.2,5.0,1.5,,2.35,4.8,5.4,,Ajax,Utrecht,Ajax_Utrecht_2003
132,3.2,1.9,2.0,3.1,,3.2,3.2,3.25,3.2,2.0,1.95,,,3.4,,2.0,3.3,1.55,,2.25,3.2,3.25,,Nijmegen,Vitesse,Nijmegen_Vitesse_2003
133,3.2,3.4,3.1,2.0,,2.1,2.0,2.0,3.2,3.2,2.85,,,1.9,,3.2,3.3,1.5,,2.35,3.2,3.3,,Volendam,AZ Alkmaar,Volendam_AZ Alkmaar_2003
134,3.2,2.7,2.6,2.3,,2.35,2.5,2.45,3.3,2.375,2.5,,,2.2,,2.5,3.25,1.85,,1.85,3.2,3.25,,Zwolle,Groningen,Zwolle_Groningen_2003
135,3.2,1.9,1.85,3.6,,3.35,3.25,3.5,3.4,1.909,1.9,,,3.4,,1.9,3.25,1.79,,1.85,3.2,3.3,,Heerenveen,Roda JC,Heerenveen_Roda JC_2003
136,3.2,1.9,2.0,3.2,,3.1,3.0,3.3,3.4,2.0,2.0,,,3.4,,1.95,3.2,1.79,,1.85,3.2,3.3,,NAC Breda,Roosendaal,NAC Breda_Roosendaal_2003
137,3.45,1.5,1.5,6.0,,5.5,5.5,5.75,3.75,1.5,1.5,,,5.0,,1.45,3.4,1.6,,2.1,3.7,3.9,,Nijmegen,Zwolle,Nijmegen_Zwolle_2003
138,3.75,7.0,6.0,1.44,,1.44,1.444,1.45,3.75,6.0,6.0,,,1.35,,6.0,3.75,2.0,,1.71,4.0,3.85,,Vitesse,PSV Eindhoven,Vitesse_PSV Eindhoven_2003
139,3.2,2.2,2.1,3.0,,2.85,2.625,2.85,3.4,2.2,2.1,,,2.8,,2.15,3.2,1.79,,1.85,3.1,3.3,,Groningen,Willem II,Groningen_Willem II_2003
140,3.4,4.6,4.33,1.66,,1.66,1.667,1.65,3.6,4.0,4.33,,,1.6,,4.3,3.4,2.0,,1.71,3.4,3.6,,Twente,Ajax,Twente_Ajax_2003
141,3.55,1.3,1.4,6.0,,6.0,7.0,7.5,4.0,1.364,1.45,,,8.0,,1.31,4.0,2.0,,1.65,4.2,4.5,,Utrecht,Volendam,Utrecht_Volendam_2003
142,3.4,3.4,3.5,1.85,,1.8,2.0,1.95,3.4,3.0,3.6,,,1.9,,3.3,3.4,1.55,,2.2,3.2,3.3,,Waalwijk,Feyenoord,Waalwijk_Feyenoord_2003
143,3.4,3.8,4.5,1.62,,1.72,1.61,1.6,3.5,4.5,4.0,,,1.8,,5.25,3.5,1.71,,1.95,3.1,3.4,,Roda JC,Ajax,Roda JC_Ajax_2003
144,3.8,1.35,1.33,8.0,,7.5,7.0,7.0,4.0,1.36,1.35,,,7.0,,1.36,4.0,1.55,,2.2,4.0,4.25,,AZ Alkmaar,Den Haag,AZ Alkmaar_Den Haag_2003
145,3.4,1.45,1.5,5.5,,5.0,5.0,5.4,3.6,1.53,1.55,,,5.4,,1.55,3.6,1.5,,2.3,3.8,3.5,,NAC Breda,Volendam,NAC Breda_Volendam_2003
146,3.25,1.75,1.7,4.2,,3.9,4.0,4.25,3.4,1.72,1.75,,,3.8,,1.71,3.4,1.6,,2.1,3.3,3.4,,Roda JC,Waalwijk,Roda JC_Waalwijk_2003
147,3.2,2.6,2.4,2.5,,2.4,2.5,2.5,3.4,2.3,2.45,,,2.3,,2.4,3.25,1.6,,2.1,3.1,3.35,,Vitesse,Heerenveen,Vitesse_Heerenveen_2003
148,3.35,1.85,1.83,3.6,,3.75,3.5,3.6,3.4,1.83,1.75,,,3.5,,1.85,3.3,1.55,,2.2,3.2,3.4,,Willem II,Twente,Willem II_Twente_2003
149,3.15,2.7,2.75,2.25,,2.35,2.25,2.3,3.25,2.7,2.55,,,2.2,,2.7,3.2,1.6,,2.1,3.2,3.25,,Zwolle,Roosendaal,Zwolle_Roosendaal_2003
150,5.0,1.15,1.22,9.0,,9.5,9.0,10.0,5.5,1.2,1.22,,,12.0,,1.2,5.0,1.4,,2.6,6.0,5.5,,Ajax,Nijmegen,Ajax_Nijmegen_2003
151,3.75,1.45,1.4,7.0,,7.0,6.0,6.5,3.75,1.44,1.4,,,5.4,,1.45,3.75,1.5,,2.3,3.8,3.7,,Feyenoord,Utrecht,Feyenoord_Utrecht_2003
152,3.6,5.4,5.5,1.5,,1.5,1.5,1.5,3.8,5.0,5.5,,,1.45,,5.5,3.6,1.5,,2.3,3.8,3.8,,Groningen,PSV Eindhoven,Groningen_PSV Eindhoven_2003
153,3.2,1.85,1.8,3.6,,3.75,3.75,4.0,3.3,1.8,1.83,,,3.6,,1.75,3.4,1.65,,2.0,3.1,3.4,,AZ Alkmaar,Willem II,AZ Alkmaar_Willem II_2003
154,3.2,3.1,3.2,1.91,,1.9,1.8,1.9,3.4,3.6,3.5,,,2.0,,3.5,3.5,1.65,,2.0,3.2,3.3,,Nijmegen,Feyenoord,Nijmegen_Feyenoord_2003
155,6.5,1.07,1.08,17.0,,17.0,17.0,18.0,6.5,1.1,1.1,,,16.0,,1.08,7.0,1.25,,3.25,8.0,7.5,,PSV Eindhoven,Zwolle,PSV Eindhoven_Zwolle_2003
156,3.5,1.55,1.53,5.25,,5.0,5.0,5.2,3.5,1.57,1.57,,,4.8,,1.57,3.5,1.65,,2.0,3.5,3.5,,Twente,Vitesse,Twente_Vitesse_2003
157,3.5,1.75,1.75,4.0,,4.5,4.0,4.0,3.4,1.72,1.61,,,4.0,,1.75,3.3,1.65,,2.0,3.2,3.4,,Utrecht,Roosendaal,Utrecht_Roosendaal_2003
158,3.2,2.7,2.38,2.5,,2.62,2.5,2.35,3.3,2.37,2.3,,,2.2,,2.55,3.25,1.71,,1.95,3.2,3.3,,Volendam,Waalwijk,Volendam_Waalwijk_2003
159,5.5,1.2,1.14,12.0,,12.0,15.0,12.0,5.5,1.143,1.16,,,10.0,,1.15,6.0,1.35,,2.75,5.0,6.0,,PSV Eindhoven,Vitesse,PSV Eindhoven_Vitesse_2003
160,3.3,2.0,2.3,2.6,,2.7,2.625,2.8,3.2,2.3,2.15,,,3.1,,2.2,3.25,1.6,,2.1,3.2,3.25,,Roda JC,AZ Alkmaar,Roda JC_AZ Alkmaar_2003
161,3.2,2.0,2.05,3.1,,3.2,3.2,3.2,3.2,2.0,1.95,,,3.1,,2.0,3.2,1.71,,1.95,3.2,3.25,,Waalwijk,Nijmegen,Waalwijk_Nijmegen_2003
162,6.5,1.12,1.1,15.0,,17.0,15.0,17.0,6.5,1.1,1.1,,,13.0,,1.1,6.5,1.32,,2.9,6.5,6.75,,Ajax,Den Haag,Ajax_Den Haag_2003
163,4.0,1.45,1.44,6.0,,7.0,7.0,6.75,3.75,1.4,1.36,,,5.4,,1.4,3.75,1.45,,2.45,3.8,3.9,,Feyenoord,Twente,Feyenoord_Twente_2003
164,3.5,1.5,1.57,5.0,,4.8,5.0,5.2,3.5,1.571,1.55,,,5.0,,1.55,3.5,1.6,,2.1,3.7,3.55,,Groningen,Volendam,Groningen_Volendam_2003
165,3.2,1.8,1.75,4.0,,3.5,4.0,4.1,3.4,1.727,1.85,,,3.8,,1.75,3.3,1.6,,2.1,3.1,3.3,,Willem II,NAC Breda,Willem II_NAC Breda_2003
166,3.3,3.6,3.25,1.9,,1.95,1.909,1.9,3.4,3.25,3.1,,,1.8,,3.5,3.4,1.71,,1.95,3.3,3.25,,Zwolle,Utrecht,Zwolle_Utrecht_2003
167,3.2,2.0,2.1,3.0,,3.5,3.2,3.2,3.2,2.0,1.85,,,3.2,,1.95,3.25,1.79,,1.85,3.1,3.25,,Roosendaal,Waalwijk,Roosendaal_Waalwijk_2003
168,3.6,1.4,1.33,8.0,,6.9,7.0,7.5,3.75,1.4,1.4,,,6.0,,1.35,4.0,1.4,,2.6,3.9,4.1,,AZ Alkmaar,Volendam,AZ Alkmaar_Volendam_2003
169,3.35,1.7,1.66,4.33,,4.0,4.333,4.5,3.4,1.667,1.7,,,4.0,,1.65,3.4,1.71,,1.95,3.3,3.5,,Heerenveen,NAC Breda,Heerenveen_NAC Breda_2003
170,4.25,1.3,1.25,9.0,,7.5,10.0,9.0,4.5,1.25,1.3,,,8.0,,1.25,4.75,1.4,,2.6,4.2,5.0,,Twente,Zwolle,Twente_Zwolle_2003
171,3.2,2.3,2.1,3.0,,3.0,3.0,3.0,3.0,2.25,2.1,,,2.7,,2.15,3.2,1.6,,2.1,3.0,3.15,,Ajax,PSV Eindhoven,Ajax_PSV Eindhoven_2003
172,3.3,2.3,2.2,2.75,,2.8,2.8,2.8,3.2,2.2,2.1,,,2.7,,2.25,3.25,1.83,,1.83,3.0,3.2,,Groningen,Nijmegen,Groningen_Nijmegen_2003
173,3.4,4.0,4.33,1.66,,1.72,1.727,1.75,3.5,4.0,4.0,,,1.7,,4.2,3.4,1.55,,2.2,3.3,3.3,,Vitesse,Feyenoord,Vitesse_Feyenoord_2003
174,3.75,1.5,1.53,5.2,,4.9,5.0,5.5,3.5,1.571,1.5,,,4.8,,1.55,3.6,1.6,,2.1,3.8,3.5,,Willem II,Den Haag,Willem II_Den Haag_2003
175,3.3,2.4,2.3,2.6,,2.62,2.75,2.65,3.2,2.25,2.25,,,2.5,,2.3,3.25,,,,3.1,3.25,,Den Haag,Groningen,Den Haag_Groningen_2003
176,3.6,1.55,1.44,6.0,,6.5,6.0,6.25,3.75,1.44,1.44,,,4.8,,1.47,3.75,,,,3.5,3.6,,Feyenoord,AZ Alkmaar,Feyenoord_AZ Alkmaar_2003
177,3.25,2.4,2.3,2.6,,2.75,2.75,2.65,3.25,2.2,2.2,,,2.5,,2.3,3.25,,,,3.1,3.25,,Roosendaal,Roda JC,Roosendaal_Roda JC_2003
178,3.4,2.0,1.91,3.4,,3.25,3.25,3.3,3.4,1.9,1.9,,,3.2,,1.95,3.25,,,,3.1,3.3,,Utrecht,Willem II,Utrecht_Willem II_2003
179,3.25,2.4,2.38,2.5,,2.5,2.5,2.5,3.3,2.37,2.4,,,2.5,,2.45,3.25,,,,3.1,3.25,,Waalwijk,Heerenveen,Waalwijk_Heerenveen_2003
180,3.2,2.0,1.85,3.6,,3.5,3.5,3.75,3.4,1.833,1.85,,,3.2,,1.85,3.3,1.71,,1.95,3.1,3.25,,Heerenveen,Willem II,Heerenveen_Willem II_2003
181,3.2,2.3,2.2,2.75,,2.7,2.75,2.7,3.2,2.25,2.2,,,2.6,,2.3,3.25,1.55,,2.2,3.1,3.25,,NAC Breda,Roda JC,NAC Breda_Roda JC_2003
182,5.0,1.25,1.22,9.0,,9.5,10.0,9.0,4.5,1.25,1.22,,,9.0,,1.25,5.0,1.45,,2.45,4.5,5.0,,PSV Eindhoven,Twente,PSV Eindhoven_Twente_2003
183,3.2,2.3,2.25,2.7,,2.7,2.5,2.7,3.25,2.4,2.2,,,2.7,,2.3,3.25,1.71,,1.95,3.0,3.25,,Vitesse,Roosendaal,Vitesse_Roosendaal_2003
184,3.4,5.0,5.0,1.57,,1.53,1.615,1.5,3.5,4.5,5.5,,,1.5,,5.75,3.5,1.6,,2.1,3.7,3.7,,Den Haag,Feyenoord,Den Haag_Feyenoord_2003
185,3.2,2.3,2.25,2.7,,2.85,2.75,2.75,3.2,2.25,2.1,,,2.6,,2.25,3.25,1.65,,2.0,3.1,3.25,,Nijmegen,Utrecht,Nijmegen_Utrecht_2003
186,3.75,10.0,8.0,1.3,,1.36,1.286,1.3,4.5,8.0,8.0,,,1.2,,9.0,4.33,1.45,,2.5,5.0,4.25,,Volendam,Ajax,Volendam_Ajax_2003
187,3.7,1.35,1.4,7.0,,6.5,7.0,7.0,3.75,1.4,1.4,,,7.0,,1.4,3.75,1.6,,2.1,4.0,3.85,,Waalwijk,Zwolle,Waalwijk_Zwolle_2003
188,3.7,1.33,1.4,7.0,,6.5,8.0,7.5,4.0,1.333,1.4,,,7.5,2.65,1.35,3.75,1.5,-0.5,2.3,4.0,4.1,1.35,Roda JC,Volendam,Roda JC_Volendam_2003
189,3.35,1.7,1.66,4.33,,4.0,4.5,4.85,3.5,1.615,1.7,,,4.2,2.03,1.6,3.4,1.65,-0.5,2.0,3.2,3.5,1.6,AZ Alkmaar,Roosendaal,AZ Alkmaar_Roosendaal_2003
190,3.4,3.8,4.0,1.8,,1.72,1.8,1.81,3.3,3.75,4.0,,,1.75,1.81,3.8,3.2,1.6,0.5,2.1,3.3,3.3,1.77,Heerenveen,PSV Eindhoven,Heerenveen_PSV Eindhoven_2003
191,3.1,2.0,2.0,3.2,,3.15,3.2,3.45,3.2,2.0,2.0,,,3.2,1.69,1.9,3.25,1.79,-0.5,1.85,3.1,3.3,1.9,Vitesse,Groningen,Vitesse_Groningen_2003
192,3.2,3.2,3.0,2.1,,2.1,2.1,2.1,3.4,2.8,2.85,,,2.0,2.1,2.95,3.2,1.75,0.5,1.9,3.1,3.3,1.56,Zwolle,Nijmegen,Zwolle_Nijmegen_2003
193,5.0,1.2,1.25,8.0,,11.0,8.0,10.5,5.0,1.25,1.2,,,10.0,3.5,1.2,5.0,1.55,-0.5,2.2,5.0,5.25,1.2,Ajax,Twente,Ajax_Twente_2003
194,3.2,2.1,2.1,3.0,,2.85,3.0,2.95,3.2,2.1,2.1,,,3.0,1.56,2.1,3.2,1.71,-0.5,1.95,3.1,3.3,2.1,Utrecht,NAC Breda,Utrecht_NAC Breda_2003
195,3.3,3.0,2.7,2.25,,2.25,2.25,2.25,3.25,2.7,2.55,,,2.1,2.25,2.75,3.25,1.6,0.5,2.1,3.1,3.25,1.49,Den Haag,Roda JC,Den Haag_Roda JC_2003
196,3.5,4.0,4.33,1.67,,1.65,1.61,1.7,3.5,4.5,4.05,,,1.75,1.7,4.25,3.4,1.6,0.5,2.1,3.2,3.45,1.9,Heerenveen,Ajax,Heerenveen_Ajax_2003
197,3.6,1.7,1.7,4.0,,4.3,4.0,4.5,3.4,1.72,1.6,,,4.2,1.97,1.65,3.5,1.6,-0.5,2.1,3.2,3.5,1.65,NAC Breda,Groningen,NAC Breda_Groningen_2003
198,3.2,2.3,2.37,2.5,,2.6,2.5,2.75,3.25,2.375,2.3,,,2.7,1.49,2.25,3.25,1.71,-0.5,1.95,3.0,3.25,2.25,Zwolle,Vitesse,Zwolle_Vitesse_2003
199,3.2,2.4,2.5,2.5,,2.45,2.4,2.6,3.25,2.5,2.4,,,2.4,1.43,2.4,3.1,1.71,-0.5,1.95,3.2,3.2,2.4,Nijmegen,Heerenveen,Nijmegen_Heerenveen_2003
200,3.2,2.4,2.25,2.7,,2.65,2.6,2.7,3.4,2.25,2.25,,,2.6,1.46,2.3,3.2,1.75,-0.5,1.9,3.0,3.2,2.3,Roosendaal,NAC Breda,Roosendaal_NAC Breda_2003
201,3.2,2.0,2.2,2.8,,2.65,2.75,3.25,3.25,2.25,2.25,,,3.2,1.61,2.0,3.2,1.65,-0.5,2.0,3.1,3.2,2.0,Twente,AZ Alkmaar,Twente_AZ Alkmaar_2003
202,3.2,2.2,2.1,2.9,,2.9,2.875,2.85,3.4,2.1,2.1,,,2.8,1.51,2.2,3.25,1.71,-0.5,1.95,3.1,3.2,2.2,Groningen,Waalwijk,Groningen_Waalwijk_2003
203,4.0,1.3,1.3,8.0,,7.0,7.0,8.0,4.333,1.333,1.36,,,8.0,2.88,1.3,4.33,1.55,-0.5,2.2,4.2,4.5,1.3,PSV Eindhoven,Roda JC,PSV Eindhoven_Roda JC_2003
204,3.5,4.4,4.75,1.61,,1.61,1.615,1.6,3.5,4.5,4.5,,,1.65,1.6,4.6,3.4,1.55,0.5,2.2,3.3,3.55,2.0,Utrecht,Ajax,Utrecht_Ajax_2003
205,3.2,2.3,2.2,2.8,,2.7,2.625,2.85,3.2,2.375,2.2,,,2.6,1.51,2.2,3.2,1.71,-0.5,1.95,3.1,3.2,2.2,Volendam,Den Haag,Volendam_Den Haag_2003
206,3.25,2.5,2.6,2.37,,2.4,2.375,2.42,3.2,2.625,2.5,,,2.5,,2.55,3.1,1.6,,2.1,3.0,3.2,,Willem II,Feyenoord,Willem II_Feyenoord_2003
207,3.2,1.9,2.0,3.2,3.2,3.1,3.0,3.1,3.25,2.1,2.0,2.0,3.2,3.4,1.57,2.1,3.2,1.65,-0.5,2.0,3.2,3.2,2.1,NAC Breda,Twente,NAC Breda_Twente_2003
208,3.2,2.6,2.8,2.2,2.2,2.35,2.1,2.2,3.25,2.875,2.5,2.8,3.2,2.3,2.2,2.8,3.2,1.65,0.5,2.0,3.1,3.3,1.51,Den Haag,AZ Alkmaar,Den Haag_AZ Alkmaar_2003
209,3.2,2.1,2.1,3.0,3.0,2.8,3.0,3.2,3.25,2.1,2.15,2.1,3.2,3.0,1.62,2.0,3.2,1.7,-0.5,1.95,3.1,3.3,2.0,Nijmegen,Roosendaal,Nijmegen_Roosendaal_2003
210,4.25,1.3,1.3,8.0,8.0,7.5,8.5,8.5,5.0,1.25,1.3,1.3,4.33,8.0,,1.28,4.33,1.6,,2.1,4.2,4.6,,Roda JC,Zwolle,Roda JC_Zwolle_2003
211,3.4,4.2,4.33,1.66,1.67,1.72,1.667,1.67,3.25,4.5,4.0,4.33,3.4,1.7,1.67,4.3,3.4,1.6,0.5,2.1,3.2,3.5,1.93,Waalwijk,Ajax,Waalwijk_Ajax_2003
212,3.4,1.65,1.66,4.33,4.33,4.2,4.333,4.5,3.4,1.667,1.65,1.67,3.4,4.4,1.97,1.65,3.4,1.65,-0.5,2.0,3.3,3.5,1.65,Willem II,Groningen,Willem II_Groningen_2003
213,3.5,1.65,1.57,5.0,5.0,5.0,4.5,5.3,3.5,1.615,1.57,1.57,3.5,4.4,2.08,1.57,3.5,1.6,-0.5,2.1,3.3,3.45,1.57,Feyenoord,Heerenveen,Feyenoord_Heerenveen_2003
214,3.4,4.0,4.0,1.75,1.75,1.72,1.727,1.75,3.5,4.0,4.0,4.0,3.3,1.75,1.75,4.0,3.3,1.6,0.5,2.1,3.2,3.4,1.84,Utrecht,PSV Eindhoven,Utrecht_PSV Eindhoven_2003
215,3.25,2.3,2.3,2.62,2.62,2.65,2.5,2.5,3.25,2.4,2.2,2.3,3.2,2.7,,2.4,3.2,1.65,,2.0,3.0,3.35,,Volendam,Vitesse,Volendam_Vitesse_2003
216,3.3,1.65,1.57,5.0,5.5,4.75,4.5,4.75,3.5,1.615,1.6,1.53,3.5,4.4,2.03,1.6,3.5,1.55,-0.5,2.2,3.3,3.55,1.6,Twente,Nijmegen,Twente_Nijmegen_2003
217,4.2,1.22,1.29,8.0,8.0,10.0,9.5,9.0,5.0,1.222,1.25,1.29,4.5,9.5,,1.25,4.5,1.55,,2.2,4.7,4.9,,Heerenveen,Volendam,Heerenveen_Volendam_2003
218,3.55,1.4,1.4,7.0,7.0,6.0,7.0,6.6,3.75,1.4,1.45,1.4,3.75,6.0,2.49,1.4,3.75,1.6,-0.5,2.1,3.9,4.0,1.4,NAC Breda,Zwolle,NAC Breda_Zwolle_2003
219,3.2,2.0,1.8,3.8,3.8,3.5,3.75,3.9,3.3,1.8,1.85,1.8,3.25,3.3,1.79,1.81,3.25,1.75,-0.5,1.9,3.0,3.3,1.81,Roosendaal,Groningen,Roosendaal_Groningen_2003
220,4.5,1.3,1.25,10.0,10.0,8.0,8.0,8.0,4.5,1.286,1.28,1.25,4.5,8.0,2.88,1.3,4.5,1.55,-0.5,2.2,4.2,4.5,1.3,Ajax,Roda JC,Ajax_Roda JC_2003
221,3.4,1.6,1.62,4.5,4.5,4.6,4.5,4.9,3.5,1.615,1.6,1.62,3.5,4.6,2.04,1.6,3.5,1.55,-0.5,2.2,3.4,3.5,1.6,AZ Alkmaar,Utrecht,AZ Alkmaar_Utrecht_2003
222,3.25,1.75,1.67,4.5,4.5,4.2,4.5,4.4,3.3,1.667,1.72,1.67,3.3,4.0,1.9,1.7,3.3,1.6,-0.5,2.1,3.2,3.35,1.7,PSV Eindhoven,Feyenoord,PSV Eindhoven_Feyenoord_2003
223,3.2,2.3,2.1,3.0,3.0,2.55,2.8,3.0,3.2,2.2,2.3,2.1,3.2,2.7,1.55,2.15,3.2,1.71,-0.5,1.95,3.0,3.2,2.15,Vitesse,Den Haag,Vitesse_Den Haag_2003
224,3.15,2.2,2.1,3.0,3.0,3.0,3.0,3.15,3.2,2.1,2.05,2.1,3.2,2.9,1.6,2.05,3.2,1.75,-0.5,1.9,3.0,3.25,2.05,Waalwijk,Willem II,Waalwijk_Willem II_2003
225,3.2,2.9,2.8,2.2,2.2,2.35,2.2,2.1,3.25,2.75,2.6,2.8,3.2,2.2,2.1,3.0,3.2,1.71,0.5,1.95,3.0,3.25,1.56,Groningen,Heerenveen,Groningen_Heerenveen_2003
226,3.1,2.4,2.62,2.3,2.3,2.4,2.2,2.3,3.25,2.75,2.6,2.63,3.2,2.4,2.3,2.65,3.2,1.6,0.5,2.1,3.2,3.3,1.47,Nijmegen,AZ Alkmaar,Nijmegen_AZ Alkmaar_2003
227,4.0,1.3,1.3,8.0,8.0,8.0,7.5,8.5,4.5,1.3,1.33,1.3,4.33,8.0,2.9,1.3,4.33,1.55,-0.5,2.2,4.2,4.4,1.3,PSV Eindhoven,NAC Breda,PSV Eindhoven_NAC Breda_2003
228,3.1,1.9,1.9,3.5,3.5,3.3,3.4,3.5,3.25,1.909,2.0,1.91,3.2,3.5,1.69,1.91,3.2,1.71,-0.5,1.95,3.1,3.25,1.91,Roda JC,Willem II,Roda JC_Willem II_2003
229,3.1,2.0,2.1,3.0,3.0,3.3,2.8,3.1,3.4,2.1,2.0,2.1,3.2,3.1,1.59,2.05,3.2,1.75,-0.5,1.9,3.2,3.25,2.05,Zwolle,Volendam,Zwolle_Volendam_2003
230,6.0,1.2,1.16,10.0,10.0,12.0,12.0,12.0,5.5,1.167,1.14,1.17,6.0,10.0,3.89,1.16,6.0,1.55,-0.5,2.2,5.0,5.75,1.16,Ajax,Vitesse,Ajax_Vitesse_2003
231,4.2,1.3,1.33,7.5,7.5,7.5,7.0,7.25,4.0,1.364,1.33,1.33,4.2,8.0,2.68,1.35,4.2,1.55,-0.5,2.2,4.2,4.25,1.35,Feyenoord,Waalwijk,Feyenoord_Waalwijk_2003
232,3.3,1.8,1.75,4.0,4.0,4.0,4.0,4.0,3.4,1.727,1.75,1.75,3.3,3.6,1.84,1.75,3.3,1.83,-0.5,1.83,3.3,3.4,1.75,Roosendaal,Den Haag,Roosendaal_Den Haag_2003
233,3.25,2.1,2.1,3.0,3.0,2.95,2.75,2.9,3.25,2.2,2.1,2.1,3.2,3.0,1.52,2.2,3.2,1.71,-0.5,1.95,3.1,3.2,2.2,Utrecht,Twente,Utrecht_Twente_2003
234,3.2,1.8,1.7,4.33,4.33,3.9,4.333,4.1,3.4,1.667,1.8,1.7,3.3,3.8,1.86,1.73,3.3,1.71,-0.5,1.95,3.1,3.4,1.73,Den Haag,Zwolle,Den Haag_Zwolle_2003
235,3.3,1.6,1.61,4.5,4.5,4.3,4.5,4.75,3.5,1.615,1.7,1.62,3.5,4.6,2.05,1.6,3.5,1.71,-0.5,1.95,3.4,3.6,1.6,Heerenveen,Roosendaal,Heerenveen_Roosendaal_2003
236,3.25,1.85,1.8,3.75,3.75,3.6,3.75,3.9,3.25,1.833,1.85,1.8,3.3,3.6,1.79,1.8,3.3,1.71,-0.5,1.95,3.1,3.3,1.8,NAC Breda,Nijmegen,NAC Breda_Nijmegen_2003
237,3.2,2.2,2.3,2.7,2.7,2.65,2.625,2.65,3.0,2.5,2.3,2.3,3.1,2.9,1.45,2.35,3.1,1.65,-0.5,2.0,3.0,3.2,2.35,Vitesse,Waalwijk,Vitesse_Waalwijk_2003
238,3.25,3.2,3.4,1.9,1.91,1.9,1.833,1.91,3.5,3.5,3.4,3.4,3.25,2.0,1.91,3.35,3.25,1.65,0.5,2.0,3.1,3.4,1.69,AZ Alkmaar,Ajax,AZ Alkmaar_Ajax_2003
239,3.6,1.5,1.5,5.5,5.5,6.5,5.5,5.5,3.75,1.5,1.44,1.5,3.6,5.0,2.21,1.51,3.6,1.45,-0.5,2.45,3.7,3.7,1.51,Feyenoord,Roda JC,Feyenoord_Roda JC_2003
240,3.2,2.3,2.37,2.6,2.6,2.65,2.625,2.65,3.2,2.375,2.3,2.38,3.1,2.7,1.45,2.35,3.1,1.79,-0.5,1.85,3.0,3.2,2.35,Groningen,Twente,Groningen_Twente_2003
241,3.2,2.6,2.75,2.25,2.25,2.3,2.25,2.2,3.2,2.4,2.65,2.75,3.2,2.3,2.2,2.8,3.2,1.65,0.5,2.0,3.1,3.3,1.51,Volendam,Utrecht,Volendam_Utrecht_2003
242,3.4,3.6,3.4,1.9,1.91,1.83,1.909,1.91,3.25,3.5,3.5,3.4,3.25,1.8,1.91,3.45,3.25,1.71,0.5,1.95,3.3,3.3,1.69,Willem II,PSV Eindhoven,Willem II_PSV Eindhoven_2003
243,3.25,2.4,2.25,2.7,2.7,2.65,2.4,2.75,3.4,2.4,2.25,2.25,3.25,2.4,1.49,2.25,3.25,1.65,-0.5,2.0,3.2,3.25,2.25,Nijmegen,Willem II,Nijmegen_Willem II_2003
244,3.5,1.45,1.44,6.0,6.0,6.5,5.5,6.45,3.6,1.5,1.45,1.44,3.75,5.4,2.37,1.45,3.75,1.65,-0.5,2.0,3.8,3.75,1.45,AZ Alkmaar,Vitesse,AZ Alkmaar_Vitesse_2003
245,3.3,2.2,2.25,2.75,2.75,2.8,2.75,2.9,3.2,2.25,2.15,2.25,3.2,2.8,1.52,2.2,3.2,1.71,-0.5,1.95,3.1,3.2,2.2,Roda JC,Heerenveen,Roda JC_Heerenveen_2003
246,3.4,1.8,1.61,4.75,4.75,4.4,5.5,5.1,3.25,1.571,1.65,1.62,3.4,3.6,2.04,1.6,3.4,1.85,-0.5,1.79,3.3,3.4,1.6,Roosendaal,Zwolle,Roosendaal_Zwolle_2003
247,4.0,1.45,1.4,7.0,7.0,7.5,7.0,6.8,3.75,1.4,1.35,1.4,3.75,5.4,2.52,1.4,3.75,1.6,-0.5,2.1,3.8,4.0,1.4,Twente,Volendam,Twente_Volendam_2003
248,3.4,4.0,3.75,1.8,1.8,1.83,1.8,1.8,3.4,3.75,3.5,3.75,3.3,1.7,1.8,4.0,3.3,1.65,0.5,2.0,3.3,3.25,1.79,Waalwijk,PSV Eindhoven,Waalwijk_PSV Eindhoven_2003
249,5.5,1.15,1.14,13.0,12.0,12.0,13.0,13.0,6.0,1.143,1.16,1.17,5.5,12.0,,1.15,5.75,1.45,,2.45,6.0,6.0,,Ajax,Groningen,Ajax_Groningen_2003
250,3.3,2.8,3.2,2.0,2.0,2.1,2.0,2.0,3.2,3.2,2.87,3.2,3.2,2.2,2.0,3.3,3.2,1.65,0.5,2.0,3.1,3.2,1.62,NAC Breda,Feyenoord,NAC Breda_Feyenoord_2003
251,3.4,1.65,1.66,4.33,4.33,4.5,4.333,4.3,3.4,1.667,1.65,1.67,3.4,4.4,1.9,1.7,3.4,1.75,-0.5,1.9,3.3,3.4,1.7,Utrecht,Den Haag,Utrecht_Den Haag_2003
252,3.5,1.7,1.66,4.33,4.33,3.8,4.0,4.4,3.4,1.727,1.72,1.67,3.4,4.2,1.92,1.7,3.4,1.55,-0.5,2.2,3.2,3.4,1.7,Roda JC,Nijmegen,Roda JC_Nijmegen_2003
253,3.1,1.9,2.0,3.2,3.2,3.1,3.0,3.0,3.2,2.1,2.1,2.0,3.2,3.4,1.55,2.15,3.2,1.71,-0.5,1.95,3.2,3.2,2.15,Den Haag,Waalwijk,Den Haag_Waalwijk_2003
