,WHD,IWH,SBH,SBA,WHA,B365A,GBA,B365D,B365H,WHH,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
125,4.5,1.25,1.25,9.0,10.0,8.5,9.0,4.5,1.286,1.25,9.5,,1.25,4.75,,,,4.3,4.75,,Porto,Beira Mar,Porto_Beira Mar_2003
126,3.6,1.45,1.44,6.0,6.0,6.0,6.6,3.75,1.444,1.44,5.8,1.9,1.45,3.75,1.95,-1.0,1.71,3.6,3.65,1.95,Boavista,Gil Vicente,Boavista_Gil Vicente_2003
127,5.5,1.22,1.2,11.0,9.0,9.0,11.0,5.0,1.222,1.2,10.0,,1.2,5.0,,,,4.6,5.25,,Sp Lisbon,Leiria,Sp Lisbon_Leiria_2003
128,3.4,1.75,1.61,4.75,5.0,4.333,5.4,3.4,1.667,1.55,4.0,1.95,1.58,3.4,1.85,-0.75,1.79,3.2,3.35,1.9,Beira Mar,Nacional,Beira Mar_Nacional_2003
129,3.75,5.4,7.0,1.4,1.4,1.444,1.4,3.75,6.0,7.0,1.45,1.8,6.75,3.75,1.6,1.25,2.1,3.8,4.0,2.05,Est Amadora,Benfica,Est Amadora_Benfica_2003
130,3.6,1.5,1.5,5.75,6.0,6.0,6.0,3.4,1.5,1.44,5.4,1.95,1.5,3.5,2.0,-1.0,1.65,3.5,3.5,1.9,Maritimo,Moreirense,Maritimo_Moreirense_2003
131,3.2,2.2,2.5,2.5,2.5,2.625,2.6,3.2,2.375,2.35,2.8,2.05,2.4,3.1,1.95,0.0,1.71,3.1,3.15,1.8,Pacos Ferreira,Academica,Pacos Ferreira_Academica_2003
132,3.3,1.9,1.9,3.4,3.0,3.5,3.4,3.2,1.909,2.0,3.5,1.9,1.95,3.25,2.0,-0.5,1.65,3.1,3.2,1.95,Rio Ave,Belenenses,Rio Ave_Belenenses_2003
133,3.4,1.75,1.57,5.0,5.0,4.5,4.85,3.5,1.615,1.55,4.0,1.9,1.65,3.4,1.95,-0.75,1.71,3.2,3.3,1.95,Sp Braga,Guimaraes,Sp Braga_Guimaraes_2003
134,3.75,5.4,6.0,1.44,1.44,1.4,1.4,3.75,7.0,6.0,1.45,1.8,7.0,3.75,1.6,1.25,2.1,3.8,3.9,2.05,Alverca,Porto,Alverca_Porto_2003
135,3.4,1.7,1.61,4.75,5.0,4.75,4.75,3.4,1.615,1.55,4.4,1.85,1.65,3.4,1.9,-1.0,1.75,3.1,3.4,1.85,Belenenses,Pacos Ferreira,Belenenses_Pacos Ferreira_2003
136,3.2,2.0,2.1,3.1,3.0,3.1,3.35,3.1,2.1,2.1,3.3,1.7,2.05,3.1,1.79,-0.5,1.85,3.0,3.1,2.05,Benfica,Sp Lisbon,Benfica_Sp Lisbon_2003
137,3.6,1.55,1.53,5.5,5.5,4.333,4.75,3.4,1.667,1.5,5.0,1.7,1.65,3.4,1.95,-1.0,1.71,3.4,3.4,2.05,Boavista,Leiria,Boavista_Leiria_2003
138,3.0,2.2,2.25,2.8,2.65,2.6,2.75,3.2,2.375,2.35,3.0,2.05,2.35,3.1,1.95,0.0,1.71,2.9,3.1,1.7,Gil Vicente,Maritimo,Gil Vicente_Maritimo_2003
139,3.4,1.45,1.57,5.0,5.0,4.75,5.5,3.4,1.615,1.55,5.8,1.85,1.55,3.5,1.71,1.0,1.95,3.6,3.55,1.85,Guimaraes,Est Amadora,Guimaraes_Est Amadora_2003
140,3.1,2.3,2.5,2.4,2.4,2.6,2.55,3.2,2.375,2.5,2.8,1.9,2.45,3.25,1.95,0.0,1.71,2.9,3.25,1.8,Moreirense,Beira Mar,Moreirense_Beira Mar_2003
141,3.3,1.75,1.8,3.75,3.8,3.75,3.85,3.2,1.833,1.75,4.2,1.85,1.85,3.3,1.79,-0.5,1.85,3.1,3.25,1.85,Nacional,Alverca,Nacional_Alverca_2003
142,2.05,2.5,2.5,2.4,2.45,2.5,2.55,3.1,2.5,2.45,2.5,1.85,2.45,3.25,2.0,0.0,1.65,3.0,3.25,1.85,Academica,Sp Braga,Academica_Sp Braga_2003
143,5.0,1.2,1.16,11.0,13.0,15.0,12.0,5.5,1.143,1.18,11.0,,1.17,5.5,1.55,,2.2,4.8,5.75,,Porto,Rio Ave,Porto_Rio Ave_2003
144,5.5,1.2,1.2,11.0,12.0,11.0,11.0,5.0,1.2,1.16,10.0,,1.2,5.0,1.71,,1.95,5.0,5.5,,Sp Lisbon,Guimaraes,Sp Lisbon_Guimaraes_2003
145,3.2,2.0,2.1,3.0,3.1,3.0,3.1,3.2,2.1,2.0,3.3,2.0,2.1,3.2,2.1,-0.25,1.6,3.0,3.2,1.85,Maritimo,Boavista,Maritimo_Boavista_2003
146,3.75,5.4,8.0,1.36,1.4,1.4,1.35,3.75,7.0,7.0,1.45,1.8,8.0,3.75,1.71,1.25,1.95,3.8,4.0,2.05,Pacos Ferreira,Porto,Pacos Ferreira_Porto_2003
147,3.3,1.85,1.83,3.75,3.8,3.75,4.0,3.25,1.83,1.75,3.6,2.05,1.8,3.2,1.85,-0.5,1.79,3.1,3.25,1.8,Rio Ave,Nacional,Rio Ave_Nacional_2003
148,3.2,1.85,1.85,3.6,3.5,3.5,3.55,3.2,1.9,1.85,3.6,1.95,1.9,3.25,1.95,-0.5,1.71,3.1,3.25,1.9,Alverca,Moreirense,Alverca_Moreirense_2003
149,3.15,2.2,2.38,2.5,2.6,2.62,2.6,3.2,2.37,2.3,2.9,1.9,2.4,3.25,1.83,-0.75,1.83,3.0,3.2,1.95,Est Amadora,Academica,Est Amadora_Academica_2003
150,3.3,4.4,4.75,1.62,1.61,1.66,1.66,3.4,4.33,5.0,1.65,1.95,4.6,3.4,1.75,0.75,1.9,3.3,3.4,1.9,Leiria,Benfica,Leiria_Benfica_2003
151,3.5,1.65,1.67,4.33,4.8,4.33,4.5,3.2,1.72,1.55,4.4,1.9,1.67,3.4,1.71,-0.75,1.95,3.3,3.4,1.95,Sp Braga,Belenenses,Sp Braga_Belenenses_2003
152,3.4,1.7,1.62,4.75,4.6,4.33,4.75,3.4,1.66,1.6,4.4,1.9,1.65,3.4,1.83,-0.75,1.83,3.1,3.4,1.95,Beira Mar,Gil Vicente,Beira Mar_Gil Vicente_2003
153,3.25,2.0,2.0,3.2,3.4,3.2,3.3,3.2,2.0,1.9,3.4,1.85,2.0,3.2,1.95,-0.5,1.71,2.9,3.25,2.0,Beira Mar,Maritimo,Beira Mar_Maritimo_2003
154,3.3,3.8,4.0,1.73,1.8,1.66,1.73,3.6,4.0,3.75,1.8,1.73,4.35,3.4,1.85,0.5,1.79,3.1,3.3,2.07,Sp Braga,Porto,Sp Braga_Porto_2003
155,5.5,1.15,1.17,12.0,12.0,11.0,12.0,5.5,1.16,1.16,12.0,1.9,1.15,5.5,1.85,-0.25,1.85,6.0,6.5,1.95,Sp Lisbon,Academica,Sp Lisbon_Academica_2003
156,3.15,2.3,2.2,2.8,2.75,2.75,2.85,3.2,2.25,2.2,2.8,1.85,2.25,3.2,1.75,-0.25,1.9,2.9,3.2,2.0,Alverca,Gil Vicente,Alverca_Gil Vicente_2003
157,3.6,1.7,1.53,5.5,5.5,5.5,5.6,3.25,1.57,1.5,4.4,2.0,1.53,3.4,1.85,-0.75,1.79,3.1,3.6,1.75,Benfica,Boavista,Benfica_Boavista_2003
158,3.3,2.2,2.3,2.62,3.0,2.62,2.75,3.25,2.3,2.0,2.9,1.8,2.3,3.25,1.95,-0.25,1.71,3.0,3.2,2.05,Pacos Ferreira,Nacional,Pacos Ferreira_Nacional_2003
159,3.25,1.75,1.83,3.6,3.9,3.5,3.9,3.2,1.9,1.75,4.2,2.05,1.8,3.3,1.9,-0.5,1.75,3.1,3.35,1.8,Rio Ave,Moreirense,Rio Ave_Moreirense_2003
160,3.15,2.5,2.38,2.62,2.55,2.5,2.65,3.25,2.37,2.35,2.5,2.05,2.35,3.1,1.75,0.0,1.9,3.0,3.25,1.8,Est Amadora,Belenenses,Est Amadora_Belenenses_2003
161,3.3,1.85,1.8,3.75,4.1,3.5,3.75,3.2,1.9,1.7,3.6,2.0,1.85,3.3,1.83,-0.5,1.83,3.1,3.3,1.85,Leiria,Guimaraes,Leiria_Guimaraes_2003
162,3.6,1.55,1.53,5.5,5.5,5.0,5.5,3.5,1.57,1.5,5.0,1.8,1.55,3.4,1.85,-1.0,1.79,3.4,3.5,2.05,Maritimo,Alverca,Maritimo_Alverca_2003
163,3.4,4.8,4.75,1.62,1.53,1.66,1.6,3.3,4.5,5.5,1.55,2.1,5.1,3.4,1.75,1.0,1.9,3.5,3.45,1.75,Belenenses,Sp Lisbon,Belenenses_Sp Lisbon_2003
164,6.5,1.1,1.08,17.0,17.0,17.0,17.0,6.5,1.1,1.1,15.0,,1.1,7.0,1.4,,2.6,7.0,7.0,,Porto,Est Amadora,Porto_Est Amadora_2003
165,3.2,2.2,2.25,2.75,2.8,2.62,2.8,3.2,2.3,2.15,3.0,1.85,2.25,3.2,2.0,-0.25,1.65,2.9,3.2,2.0,Academica,Leiria,Academica_Leiria_2003
166,3.15,1.9,1.8,3.75,4.0,4.0,3.95,3.2,1.8,1.75,3.5,2.05,1.8,3.3,2.0,-0.5,1.65,3.1,3.3,1.8,Gil Vicente,Rio Ave,Gil Vicente_Rio Ave_2003
167,3.5,4.4,4.5,1.67,1.57,1.66,1.65,3.4,4.33,5.0,1.65,1.95,4.7,3.3,1.75,0.75,1.9,3.3,3.4,1.9,Guimaraes,Benfica,Guimaraes_Benfica_2003
168,3.15,1.8,1.75,4.0,4.0,4.0,4.1,3.2,1.8,1.75,3.8,2.05,1.8,3.3,1.95,-0.5,1.71,3.1,3.2,1.8,Moreirense,Pacos Ferreira,Moreirense_Pacos Ferreira_2003
169,3.1,2.2,2.1,3.0,2.8,2.8,3.05,3.2,2.2,2.2,3.0,1.9,2.1,3.2,1.95,-0.25,1.71,2.9,3.25,1.95,Nacional,Sp Braga,Nacional_Sp Braga_2003
170,3.2,1.65,1.75,4.0,3.7,4.0,4.0,3.4,1.72,1.8,4.6,2.1,1.75,3.3,2.1,-0.5,1.6,3.2,3.4,1.75,Boavista,Beira Mar,Boavista_Beira Mar_2003
171,3.25,1.65,1.62,4.75,4.5,4.0,4.3,3.4,1.727,1.65,4.6,2.1,1.7,3.4,1.9,-0.5,1.75,3.2,3.4,1.7,Sp Braga,Moreirense,Sp Braga_Moreirense_2003
172,3.1,2.3,2.4,2.5,2.6,2.5,2.55,3.25,2.4,2.4,2.7,1.95,2.45,3.25,1.9,0.0,1.75,3.0,3.2,1.85,Sp Lisbon,Porto,Sp Lisbon_Porto_2003
173,3.2,,2.5,2.5,2.5,2.5,2.5,3.1,2.5,2.35,,1.9,2.5,3.1,1.83,0.0,1.83,,3.15,1.9,Est Amadora,Nacional,Est Amadora_Nacional_2003
174,3.1,2.5,2.5,2.4,2.45,2.4,2.5,3.25,2.5,2.45,2.5,1.9,2.47,3.25,2.0,0.0,1.65,3.0,3.2,1.9,Guimaraes,Boavista,Guimaraes_Boavista_2003
175,3.3,1.8,1.83,3.75,3.8,3.75,3.75,3.25,1.833,1.75,3.8,1.98,1.82,3.2,1.75,-0.5,1.9,3.1,3.35,1.82,Leiria,Belenenses,Leiria_Belenenses_2003
176,3.15,2.2,2.3,2.6,2.6,2.625,2.65,3.2,2.3,2.3,2.9,2.0,2.32,3.25,2.0,0.0,1.65,3.0,3.25,1.8,Pacos Ferreira,Gil Vicente,Pacos Ferreira_Gil Vicente_2003
177,3.15,2.1,2.25,2.8,2.9,2.8,3.0,3.0,2.3,2.1,3.1,1.9,2.2,3.1,1.95,-0.25,1.71,3.0,3.1,1.9,Rio Ave,Maritimo,Rio Ave_Maritimo_2003
178,3.1,2.3,2.4,2.5,2.5,2.5,2.6,3.1,2.5,2.4,2.7,1.95,2.4,3.25,1.83,0.0,1.83,3.0,3.2,1.85,Alverca,Beira Mar,Alverca_Beira Mar_2003
179,5.0,1.25,1.25,10.0,11.0,10.0,11.0,4.5,1.25,1.2,9.0,1.8,1.2,4.5,1.79,-1.75,1.85,4.5,5.2,2.0,Benfica,Academica,Benfica_Academica_2003
180,3.2,2.2,2.3,2.7,2.5,2.8,2.75,3.2,2.2,2.35,3.0,1.8,2.35,3.1,1.95,-0.25,1.71,2.9,3.1,2.0,Gil Vicente,Sp Braga,Gil Vicente_Sp Braga_2003
181,3.2,3.8,3.6,1.83,1.83,1.8,1.85,3.25,3.75,3.75,1.75,1.9,3.8,3.3,1.75,0.5,1.9,3.3,3.25,1.9,Nacional,Sp Lisbon,Nacional_Sp Lisbon_2003
182,6.0,1.17,1.14,12.0,12.0,15.0,14.0,5.5,1.143,1.14,11.0,2.02,1.15,6.0,1.6,-1.75,2.1,5.5,5.75,1.77,Porto,Leiria,Porto_Leiria_2003
183,3.1,2.3,2.2,2.8,2.95,2.8,2.8,3.2,2.2,2.1,2.7,1.8,2.25,3.2,2.0,-0.25,1.65,3.0,3.2,2.0,Academica,Guimaraes,Academica_Guimaraes_2003
184,3.3,1.85,1.75,4.0,4.1,4.0,4.0,3.25,1.8,1.7,3.6,1.95,1.8,3.3,1.95,-0.5,1.71,3.1,3.25,1.85,Beira Mar,Rio Ave,Beira Mar_Rio Ave_2003
185,3.5,4.4,4.75,1.61,1.57,1.667,1.65,3.4,4.333,5.0,1.65,2.0,4.8,3.4,1.71,0.75,1.95,3.3,3.35,1.8,Belenenses,Benfica,Belenenses_Benfica_2003
186,3.4,1.65,1.61,4.75,5.0,4.333,4.8,3.4,1.667,1.55,4.4,1.95,1.65,3.4,1.95,-0.75,1.71,3.3,3.35,1.85,Maritimo,Pacos Ferreira,Maritimo_Pacos Ferreira_2003
187,3.6,1.55,1.5,5.5,5.9,5.0,6.0,3.5,1.571,1.45,4.8,1.95,1.5,3.6,1.83,-1.0,1.83,3.5,3.6,1.85,Moreirense,Est Amadora,Moreirense_Est Amadora_2003
188,3.6,1.45,1.53,5.5,5.9,5.0,6.0,3.25,1.615,1.45,5.8,1.85,1.5,3.4,1.9,-1.0,1.75,3.6,3.6,1.95,Boavista,Alverca,Boavista_Alverca_2003
189,4.5,1.2,1.22,9.0,12.0,9.5,10.0,5.0,1.22,1.2,10.0,1.8,1.21,5.0,1.65,-1.5,2.0,5.0,5.3,2.0,Sp Lisbon,Moreirense,Sp Lisbon_Moreirense_2003
190,3.2,3.2,3.2,2.0,2.2,2.1,2.1,3.2,3.0,2.7,2.1,1.85,3.2,3.2,2.2,0.25,1.55,2.9,3.1,2.0,Academica,Boavista,Academica_Boavista_2003
191,3.1,2.5,2.5,2.5,2.5,2.5,2.55,3.0,2.625,2.5,2.5,2.0,2.5,3.1,1.9,0.0,1.75,3.0,3.1,1.85,Benfica,Porto,Benfica_Porto_2003
192,3.1,2.5,2.5,2.5,2.45,2.5,2.45,3.1,2.5,2.45,2.5,1.9,2.55,3.1,1.79,0.0,1.85,3.0,3.2,1.95,Est Amadora,Gil Vicente,Est Amadora_Gil Vicente_2003
193,3.15,2.2,2.2,2.87,2.75,2.8,3.0,3.2,2.2,2.2,3.1,2.05,2.15,3.1,1.95,-0.25,1.71,2.8,3.2,1.8,Leiria,Nacional,Leiria_Nacional_2003
194,3.1,2.4,2.5,2.4,2.45,2.5,2.55,3.1,2.5,2.45,2.6,1.85,2.5,3.2,1.95,0.0,1.71,3.0,3.1,2.0,Pacos Ferreira,Beira Mar,Pacos Ferreira_Beira Mar_2003
195,3.2,2.0,2.0,3.2,3.5,3.0,3.35,3.2,2.1,1.85,3.3,2.05,2.0,3.2,2.0,-0.25,1.65,3.0,3.2,1.8,Sp Braga,Maritimo,Sp Braga_Maritimo_2003
196,3.1,2.0,2.05,3.1,3.0,3.0,3.3,3.2,2.1,2.05,3.3,2.05,2.0,3.2,1.95,-0.25,1.71,3.0,3.2,1.8,Guimaraes,Belenenses,Guimaraes_Belenenses_2003
197,3.45,1.65,1.61,4.75,5.0,4.5,4.7,3.5,1.615,1.55,4.8,1.95,1.66,3.4,1.85,-0.75,1.79,3.1,3.4,1.9,Rio Ave,Alverca,Rio Ave_Alverca_2003
198,3.25,1.9,1.9,3.5,3.4,3.4,3.55,3.25,1.909,1.9,3.5,1.7,1.91,3.2,1.95,-0.5,1.71,3.1,3.25,1.91,Beira Mar,Sp Braga,Beira Mar_Sp Braga_2003
199,3.2,1.8,1.85,3.6,3.1,3.4,3.9,3.25,1.909,2.0,3.8,1.75,1.8,3.25,2.0,-0.75,1.65,3.1,3.3,2.1,Belenenses,Academica,Belenenses_Academica_2003
200,6.0,1.15,1.14,12.0,15.0,12.0,12.0,6.0,1.143,1.12,12.0,,1.16,6.0,1.6,,2.1,6.0,5.75,,Porto,Guimaraes,Porto_Guimaraes_2003
201,3.05,2.0,2.1,3.0,3.0,2.75,3.25,3.25,2.2,2.1,3.2,2.2,2.0,3.2,1.9,-0.25,1.75,3.1,3.25,1.65,Alverca,Pacos Ferreira,Alverca_Pacos Ferreira_2003
202,3.4,4.4,4.33,1.72,1.66,1.667,1.67,3.3,4.5,4.33,1.65,1.67,4.25,3.2,1.75,0.5,1.9,3.3,3.6,1.95,Gil Vicente,Sp Lisbon,Gil Vicente_Sp Lisbon_2003
203,4.0,1.4,1.33,8.0,8.5,8.0,8.3,4.5,1.286,1.3,6.0,1.85,1.3,4.0,1.75,-1.5,1.9,3.9,4.5,1.95,Maritimo,Est Amadora,Maritimo_Est Amadora_2003
204,3.3,1.85,1.72,4.33,3.4,4.0,3.9,3.4,1.727,1.85,3.6,1.79,1.8,3.2,1.95,-0.5,1.71,3.1,3.3,1.8,Moreirense,Leiria,Moreirense_Leiria_2003
205,3.2,3.5,3.2,2.0,2.0,1.909,1.85,3.25,3.4,3.2,1.9,1.85,3.7,3.2,1.79,0.5,1.85,3.1,3.25,1.73,Nacional,Benfica,Nacional_Benfica_2003
206,3.3,1.65,1.66,4.5,4.8,4.5,4.6,3.3,1.667,1.6,4.4,1.9,1.66,3.25,2.1,-0.75,1.6,3.3,3.4,1.9,Boavista,Rio Ave,Boavista_Rio Ave_2003
207,3.15,2.5,2.62,2.3,2.3,2.3,2.4,3.2,2.625,2.6,2.5,1.75,2.6,3.2,2.0,0.0,1.65,3.0,3.2,2.1,Guimaraes,Nacional,Guimaraes_Nacional_2003
208,3.1,2.7,2.5,2.5,2.4,2.375,2.4,3.1,2.625,2.5,2.3,1.75,2.6,3.1,2.0,0.0,1.65,3.0,3.2,2.1,Belenenses,Boavista,Belenenses_Boavista_2003
209,4.2,1.33,1.36,7.0,7.5,7.0,7.8,4.0,1.364,1.33,7.5,2.0,1.31,4.0,1.71,-1.25,1.95,4.0,4.5,1.8,Sp Lisbon,Maritimo,Sp Lisbon_Maritimo_2003
210,5.0,1.25,1.28,8.0,8.0,7.0,8.25,4.333,1.333,1.25,9.0,1.85,1.28,4.5,1.6,-1.5,2.1,4.5,4.75,1.95,Benfica,Moreirense,Benfica_Moreirense_2003
211,3.2,2.7,2.7,2.25,2.25,2.375,2.35,3.1,2.625,2.65,2.3,2.0,2.7,3.2,2.0,0.25,1.65,3.0,3.2,1.8,Est Amadora,Beira Mar,Est Amadora_Beira Mar_2003
212,3.1,1.9,2.0,3.2,3.2,3.2,3.2,3.2,2.0,2.0,3.5,2.1,2.05,3.2,1.9,-0.25,1.75,3.1,3.2,1.75,Leiria,Gil Vicente,Leiria_Gil Vicente_2003
213,3.2,2.3,2.25,2.8,2.65,2.75,2.8,3.2,2.25,2.25,2.7,1.8,2.25,3.1,2.0,-0.25,1.65,3.0,3.2,2.0,Pacos Ferreira,Rio Ave,Pacos Ferreira_Rio Ave_2003
214,3.6,5.0,6.0,1.44,1.44,1.444,1.45,3.75,6.0,6.5,1.5,2.0,6.25,3.75,1.6,1.25,2.1,3.7,3.75,1.8,Academica,Porto,Academica_Porto_2003
215,3.25,1.7,1.61,4.75,4.5,4.5,4.5,3.25,1.667,1.65,4.2,2.0,1.65,3.4,1.9,-0.75,1.75,3.2,3.5,1.8,Sp Braga,Alverca,Sp Braga_Alverca_2003
216,5.5,1.22,1.16,11.0,12.0,12.0,10.4,5.5,1.167,1.16,9.5,1.7,1.2,5.5,1.6,-1.75,2.1,4.8,5.5,2.15,Porto,Belenenses,Porto_Belenenses_2003
217,3.25,3.8,3.6,1.85,1.72,1.909,1.9,3.2,3.5,4.2,1.8,1.9,3.6,3.25,1.83,0.5,1.83,3.1,3.2,1.69,Beira Mar,Sp Lisbon,Beira Mar_Sp Lisbon_2003
218,3.3,1.55,1.53,5.5,6.0,5.0,5.5,3.5,1.571,1.5,5.0,2.25,1.5,3.4,2.0,-0.5,1.65,3.4,3.8,1.5,Boavista,Pacos Ferreira,Boavista_Pacos Ferreira_2003
219,3.45,1.65,1.53,5.5,5.5,5.5,5.2,3.4,1.533,1.5,4.4,1.8,1.55,3.4,1.71,-1.0,1.95,3.3,3.65,2.0,Alverca,Est Amadora,Alverca_Est Amadora_2003
220,3.2,3.6,3.5,1.9,1.83,1.833,1.85,3.25,3.75,3.75,1.85,1.85,3.7,3.2,1.83,0.5,1.83,3.1,3.3,1.74,Gil Vicente,Benfica,Gil Vicente_Benfica_2003
221,3.3,1.65,1.61,4.75,4.8,4.333,4.8,3.4,1.667,1.6,4.4,1.97,1.65,3.4,2.0,-0.5,1.65,3.3,3.35,1.65,Maritimo,Leiria,Maritimo_Leiria_2003
222,3.25,1.85,1.72,4.2,3.65,4.0,4.35,3.4,1.727,1.8,3.6,1.91,1.7,3.3,2.1,-0.5,1.6,3.1,3.4,1.7,Moreirense,Guimaraes,Moreirense_Guimaraes_2003
223,3.45,1.6,1.57,5.2,5.5,4.5,4.8,3.5,1.615,1.5,4.6,2.06,1.6,3.4,1.75,-0.5,1.9,3.4,3.6,1.6,Nacional,Academica,Nacional_Academica_2003
224,3.1,2.1,2.2,2.8,2.85,3.0,3.1,3.2,2.1,2.15,3.2,1.9,2.2,3.2,2.1,-0.25,1.6,2.9,3.0,1.9,Rio Ave,Sp Braga,Rio Ave_Sp Braga_2003
225,3.05,2.3,2.5,2.4,2.45,2.25,2.55,3.3,2.625,2.5,2.7,1.85,2.5,3.2,1.83,0.0,1.83,3.0,3.15,1.95,Belenenses,Nacional,Belenenses_Nacional_2003
226,4.0,1.4,1.36,8.0,8.0,8.0,7.9,3.75,1.364,1.33,6.5,2.52,1.4,3.75,1.83,-0.5,1.83,3.7,3.7,1.4,Porto,Boavista,Porto_Boavista_2003
227,3.2,1.65,1.57,5.0,5.0,5.5,5.0,3.5,1.533,1.6,4.6,1.9,1.6,3.5,1.9,-0.75,1.75,3.2,3.5,1.9,Sp Braga,Pacos Ferreira,Sp Braga_Pacos Ferreira_2003
228,3.0,2.2,2.2,2.8,2.8,2.75,3.0,3.2,2.25,2.25,2.9,1.85,2.25,3.2,2.0,-0.25,1.65,3.0,3.0,1.95,Academica,Moreirense,Academica_Moreirense_2003
229,3.6,1.4,1.4,7.0,6.5,7.0,7.25,3.75,1.4,1.44,6.5,2.51,1.4,3.75,1.65,-0.5,2.0,3.7,3.85,1.4,Benfica,Maritimo,Benfica_Maritimo_2003
230,3.1,2.7,2.62,2.3,2.35,2.375,2.35,3.25,2.5,2.55,2.3,1.33,2.8,3.2,1.95,-0.5,1.71,3.0,3.05,2.8,Est Amadora,Rio Ave,Est Amadora_Rio Ave_2003
231,3.1,2.0,2.1,3.0,2.95,3.0,3.2,3.2,2.1,2.1,2.2,1.95,2.1,3.2,1.95,-0.25,1.71,3.0,3.1,1.85,Guimaraes,Gil Vicente,Guimaraes_Gil Vicente_2003
232,3.15,2.0,2.2,2.8,3.15,2.8,3.0,3.2,2.2,2.0,3.3,1.85,2.2,3.2,1.9,-0.25,1.75,3.0,3.1,1.95,Leiria,Beira Mar,Leiria_Beira Mar_2003
233,5.0,1.25,1.2,11.0,9.5,10.0,9.0,4.5,1.25,1.22,9.0,,1.25,5.0,1.6,,2.1,4.5,5.0,,Sp Lisbon,Alverca,Sp Lisbon_Alverca_2003
234,3.4,1.65,1.57,5.0,5.5,5.0,5.2,3.6,1.533,1.55,4.4,1.85,1.6,3.5,2.0,-0.75,1.65,3.3,3.4,1.95,Maritimo,Guimaraes,Maritimo_Guimaraes_2003
235,3.25,3.8,3.75,1.83,1.72,1.8,1.8,3.4,3.6,4.2,1.8,1.8,3.8,3.25,1.71,0.5,1.95,3.1,3.4,1.79,Rio Ave,Sp Lisbon,Rio Ave_Sp Lisbon_2003
236,3.0,2.2,2.0,3.2,3.4,3.2,3.35,3.2,2.0,2.0,3.1,1.95,2.0,3.2,1.79,-0.25,1.85,2.8,3.2,1.85,Alverca,Leiria,Alverca_Leiria_2003
237,3.25,3.8,3.75,1.8,1.72,1.833,1.85,3.25,3.75,4.2,1.8,1.85,3.75,3.3,1.75,0.5,1.9,3.1,3.25,1.74,Beira Mar,Benfica,Beira Mar_Benfica_2003
238,3.1,1.9,2.0,3.3,3.3,3.5,3.6,3.2,1.909,2.0,3.5,1.71,1.91,3.1,2.1,-0.5,1.6,3.1,3.25,1.91,Boavista,Sp Braga,Boavista_Sp Braga_2003
239,3.3,1.75,1.8,3.75,4.0,3.6,4.0,3.4,1.8,1.75,4.0,1.79,1.8,3.25,1.85,-0.5,1.79,3.2,3.25,1.8,Gil Vicente,Academica,Gil Vicente_Academica_2003
240,3.6,1.5,1.57,5.0,5.5,5.0,4.75,3.5,1.571,1.5,5.0,1.95,1.65,3.5,1.83,-0.75,1.83,3.7,3.4,1.85,Pacos Ferreira,Est Amadora,Pacos Ferreira_Est Amadora_2003
241,3.3,1.8,1.75,4.0,3.75,4.333,3.9,3.2,1.727,1.8,3.8,1.84,1.75,3.3,1.95,-0.5,1.71,3.1,3.5,1.75,Moreirense,Belenenses,Moreirense_Belenenses_2003
242,3.1,2.5,2.5,2.5,2.6,2.5,2.5,3.2,2.5,2.4,2.5,2.0,2.5,3.1,2.0,0.0,1.65,3.0,3.15,1.8,Academica,Maritimo,Academica_Maritimo_2003
243,3.1,1.9,1.9,3.5,4.0,3.2,3.5,3.2,2.0,1.8,3.5,1.66,1.95,3.2,1.9,-0.5,1.75,3.1,3.15,1.95,Nacional,Boavista,Nacional_Boavista_2003
244,6.0,1.22,1.2,11.0,10.0,11.0,10.0,4.5,1.222,1.16,9.5,3.55,1.2,5.0,1.79,-0.5,1.85,4.8,5.5,1.2,Sp Lisbon,Pacos Ferreira,Sp Lisbon_Pacos Ferreira_2003
245,4.5,1.25,1.25,9.0,10.0,8.5,8.5,4.5,1.286,1.25,9.0,1.85,1.25,4.75,1.75,-1.5,1.9,4.5,5.0,1.95,Benfica,Alverca,Benfica_Alverca_2003
246,3.3,3.5,3.5,1.9,1.9,1.909,1.9,3.25,3.5,3.4,1.85,1.9,3.6,3.2,1.95,0.5,1.71,3.2,3.25,1.71,Est Amadora,Sp Braga,Est Amadora_Sp Braga_2003
247,3.25,1.9,2.1,3.0,3.05,3.0,3.1,3.25,2.1,2.05,3.5,2.0,2.1,3.2,1.95,-0.25,1.71,3.1,3.2,1.8,Guimaraes,Beira Mar,Guimaraes_Beira Mar_2003
248,3.1,2.2,2.2,2.87,2.9,2.75,2.85,3.2,2.25,2.2,3.0,1.85,2.25,3.1,1.9,-0.25,1.75,2.9,3.1,1.95,Leiria,Rio Ave,Leiria_Rio Ave_2003
249,5.5,1.2,1.16,11.0,12.0,12.0,12.0,5.5,1.167,1.16,10.0,3.77,1.18,5.5,1.75,-0.5,1.9,5.0,5.5,1.18,Porto,Moreirense,Porto_Moreirense_2003
250,3.1,2.3,2.2,2.9,2.95,2.8,2.85,3.2,2.2,2.15,2.9,1.85,2.2,3.1,1.9,-0.25,1.75,2.8,3.2,1.95,Belenenses,Gil Vicente,Belenenses_Gil Vicente_2003
