,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,BWD,GBH,WHA,GBAHA,WHH,BWH,B365H,GBA,SBD,LBAHH,WHD,LBAH,B365AH,LBD,BWA,B365D,SBH,GBD,IWH,B365>2.5,GBAHH,HomeTeam,AwayTeam,idGame
176,1.62,-0.5,5.0,4.2,5.0,1.95,1.75,1.8,5.0,1.78,2.1,3.2,1.8,3.25,1.75,4.2,1.97,1.72,1.75,1.72,5.0,3.3,2.06,3.25,-0.75,-0.75,3.25,4.5,3.4,1.73,3.25,1.7,2.0,1.75,Tottenham,Southampton,Tottenham_Southampton_2004
177,1.73,-0.5,4.33,4.0,4.33,1.95,1.75,1.95,4.0,1.9,1.95,3.2,1.75,3.25,1.91,3.75,1.82,1.83,1.75,1.9,4.2,3.25,1.94,3.2,-0.5,-0.5,3.4,4.5,3.1,1.83,3.2,1.75,2.05,1.91,Liverpool,Newcastle,Liverpool_Newcastle_2004
178,5.0,1.0,1.62,1.65,1.57,1.85,1.85,2.0,1.57,1.92,1.9,3.3,2.0,3.5,6.0,1.53,1.9,5.5,5.25,6.5,1.6,3.4,1.92,3.5,1.0,1.0,3.5,1.6,3.5,6.0,3.5,4.4,1.8,1.9,Portsmouth,Arsenal,Portsmouth_Arsenal_2004
179,1.91,-0.25,3.4,3.1,3.75,2.05,1.65,2.025,3.5,1.75,1.875,3.0,1.7,3.15,2.05,3.5,2.05,1.9,2.0,2.0,3.6,3.25,2.1,3.2,-0.5,-0.25,3.2,3.5,3.2,2.1,3.2,2.1,2.1,1.7,Charlton,Fulham,Charlton_Fulham_2004
180,1.25,-1.5,11.0,9.0,13.0,2.15,1.6,2.05,10.0,1.98,1.85,4.5,2.25,5.0,1.26,9.5,2.0,1.22,1.25,1.25,12.0,4.75,1.86,5.0,-1.5,-1.5,4.5,10.0,5.0,1.29,5.0,1.25,1.61,1.8,Arsenal,Fulham,Arsenal_Fulham_2004
181,2.38,0.0,2.6,2.7,2.62,1.75,1.95,2.075,2.75,2.02,1.825,2.9,1.75,3.1,2.55,2.5,2.0,2.5,2.4,2.62,2.65,3.2,1.82,3.1,0.0,0.0,3.0,2.75,3.2,2.6,3.25,2.4,2.05,1.8,Birmingham,Middlesbrough,Birmingham_Middlesbrough_2004
182,2.5,0.0,2.6,2.7,2.6,1.79,1.9,1.975,2.5,1.96,1.925,2.9,1.8,3.1,2.6,2.37,1.95,2.62,2.4,2.6,2.6,3.2,1.88,3.1,0.0,0.0,3.2,2.75,3.25,2.6,3.2,2.4,2.0,1.85,Blackburn,Newcastle,Blackburn_Newcastle_2004
183,1.3,-1.5,11.0,8.5,12.0,2.05,1.65,2.0,9.0,2.04,1.9,4.3,2.1,4.5,1.3,8.5,1.95,1.28,1.3,1.3,10.0,4.75,1.88,4.33,-1.5,-1.5,4.0,9.0,4.5,1.29,4.75,1.27,1.7,1.85,Chelsea,Aston Villa,Chelsea_Aston Villa_2004
184,2.38,0.0,2.8,2.7,2.75,1.75,1.95,2.075,2.6,2.04,1.825,2.9,1.7,3.15,2.5,2.62,2.0,2.37,2.35,2.5,2.72,3.25,1.8,3.1,0.0,0.0,3.2,2.8,3.2,2.4,3.2,2.4,2.1,1.8,Crystal Palace,Portsmouth,Crystal Palace_Portsmouth_2004
185,1.8,-0.5,4.0,3.6,4.0,1.71,2.0,1.8,4.0,1.78,2.1,3.1,1.6,3.2,1.95,3.75,1.77,1.83,1.8,1.9,3.9,3.25,2.06,3.2,-0.5,-0.5,3.2,4.3,3.25,1.91,3.25,1.85,2.3,1.95,Everton,Man City,Everton_Man City_2004
186,1.29,-1.5,9.0,7.0,10.0,2.15,1.6,2.125,9.0,1.82,1.775,4.0,2.3,4.2,1.33,8.0,1.85,1.33,1.35,1.28,9.5,4.5,2.02,4.0,-1.5,1.25,4.33,8.25,5.0,1.33,4.5,1.35,1.6,1.95,Man United,Bolton,Man United_Bolton_2004
187,2.75,0.0,2.3,2.2,2.3,1.71,2.0,1.925,2.25,1.72,1.925,3.0,1.7,3.1,2.85,2.25,1.75,2.75,2.75,3.0,2.4,3.25,2.12,3.2,0.0,0.25,3.2,2.4,3.25,2.9,3.25,2.9,2.1,2.1,Norwich,Tottenham,Norwich_Tottenham_2004
188,2.4,0.0,2.8,2.7,2.6,1.75,1.95,2.175,2.5,2.1,1.725,2.9,1.75,3.1,2.4,2.62,2.1,2.37,2.25,2.6,2.85,3.25,1.74,3.1,0.0,0.0,3.25,3.0,3.25,2.4,3.25,2.4,2.05,1.75,Southampton,Charlton,Southampton_Charlton_2004
189,6.0,0.75,1.57,1.7,1.66,1.75,1.95,1.825,1.5,1.78,2.075,3.2,1.75,3.3,5.75,1.66,1.8,4.5,5.15,5.5,1.67,3.6,2.06,3.3,0.75,0.75,3.4,1.65,3.4,6.0,3.3,4.2,2.05,2.0,West Brom,Liverpool,West Brom_Liverpool_2004
190,4.0,0.5,1.83,1.7,1.72,2.0,1.71,1.8,1.73,1.76,2.1,3.2,1.8,3.2,4.5,1.8,1.8,3.75,4.0,4.75,1.8,3.4,2.08,3.3,0.5,0.5,3.4,1.85,3.5,4.2,3.3,4.2,2.0,1.9,Aston Villa,Man United,Aston Villa_Man United_2004
191,1.91,-0.5,4.0,3.0,3.75,2.0,1.71,1.775,3.5,1.78,2.125,2.9,1.75,3.05,1.95,3.5,1.74,1.9,1.9,2.0,3.75,3.25,2.06,3.2,-0.5,-0.5,3.2,4.0,3.2,1.91,3.3,2.2,2.05,2.0,Bolton,Blackburn,Bolton_Blackburn_2004
192,2.25,0.0,2.6,2.5,2.6,2.05,1.65,1.75,2.75,2.04,2.15,3.0,1.65,3.2,2.6,2.5,2.0,2.5,2.5,2.62,2.6,3.2,1.8,3.1,0.0,-0.25,3.2,2.55,3.2,2.6,3.25,2.5,2.2,1.8,Charlton,Everton,Charlton_Everton_2004
193,2.2,0.0,3.0,2.7,2.9,2.05,1.65,1.8,2.8,1.78,2.1,2.9,1.65,3.1,2.3,2.75,2.05,2.25,2.2,2.37,3.0,3.25,2.06,3.2,-0.25,-0.25,3.2,3.1,3.2,2.3,3.2,2.4,2.2,1.7,Fulham,Birmingham,Fulham_Birmingham_2004
194,1.33,-1.5,9.0,7.0,9.0,1.71,2.0,1.875,9.0,1.8,2.025,4.0,2.0,4.5,1.36,8.0,1.65,1.36,1.3,1.36,9.0,4.2,2.04,3.75,-1.5,-1.5,3.75,9.0,4.33,1.36,4.33,1.35,1.8,1.91,Liverpool,Southampton,Liverpool_Southampton_2004
195,1.53,-1.25,6.5,4.8,6.5,1.79,1.9,2.15,5.5,1.82,1.75,3.5,1.95,3.55,1.53,5.5,1.8,1.53,1.5,1.53,6.75,3.6,2.02,3.5,-1.25,-1.0,3.5,6.5,3.75,1.53,3.6,1.55,1.85,2.0,Man City,West Brom,Man City_West Brom_2004
196,1.5,-1.25,7.0,5.4,7.0,1.79,1.9,2.125,6.0,2.1,1.775,3.8,1.95,3.6,1.5,6.5,1.72,1.44,1.45,1.5,7.0,3.75,1.74,3.6,-1.0,-1.0,3.4,7.5,3.75,1.5,3.7,1.45,1.85,2.02,Middlesbrough,Norwich,Middlesbrough_Norwich_2004
197,6.5,1.0,1.53,1.6,1.53,1.9,1.79,2.0,1.44,1.96,1.9,3.4,1.95,3.45,6.75,1.5,1.9,6.0,6.0,6.5,1.55,3.6,1.88,3.4,1.0,1.0,3.6,1.55,3.75,6.5,3.5,4.6,1.85,1.9,Portsmouth,Chelsea,Portsmouth_Chelsea_2004
198,1.57,-1.0,6.5,4.4,6.5,1.79,1.9,2.05,5.0,1.98,1.85,3.3,1.95,3.7,1.55,5.5,2.0,1.53,1.45,1.57,6.75,3.6,1.86,3.5,-1.0,-1.0,3.5,6.75,3.5,1.53,3.5,1.65,1.85,1.8,Tottenham,Crystal Palace,Tottenham_Crystal Palace_2004
199,3.5,0.5,1.91,1.9,1.9,1.79,1.9,1.95,1.83,1.88,1.95,3.1,2.0,3.2,4.0,1.8,1.9,3.75,4.3,3.75,1.9,3.4,1.96,3.3,0.5,0.5,3.4,1.8,3.5,3.75,3.3,3.5,1.8,1.81,Newcastle,Arsenal,Newcastle_Arsenal_2004
200,1.8,-0.5,4.5,3.2,4.33,2.05,1.65,1.875,4.0,1.86,2.025,3.1,1.61,3.2,1.8,3.75,1.9,1.8,1.75,1.9,4.33,3.3,1.98,3.3,-0.5,-0.5,3.2,4.6,3.1,1.8,3.4,2.0,2.2,1.8,Aston Villa,Blackburn,Aston Villa_Blackburn_2004
201,1.73,-0.75,5.5,4.2,5.5,1.9,1.79,2.1,4.33,1.82,1.8,3.2,1.75,3.5,1.65,5.0,2.0,1.61,1.55,1.66,5.25,3.4,2.02,3.3,-1.0,-0.75,3.2,5.75,3.4,1.67,3.5,1.7,2.05,1.8,Bolton,West Brom,Bolton_West Brom_2004
202,6.0,1.0,1.57,1.6,1.61,1.75,1.95,2.1,1.5,2.08,1.8,3.4,1.95,3.7,6.0,1.57,2.0,5.5,7.0,6.0,1.6,3.6,1.76,3.3,1.0,1.0,3.4,1.45,3.4,6.0,3.5,4.6,1.85,1.8,Charlton,Arsenal,Charlton_Arsenal_2004
203,1.91,-0.5,4.0,3.5,3.75,1.95,1.75,1.9,3.5,1.88,2.0,3.1,1.75,3.2,1.9,3.5,1.81,1.9,1.85,2.0,4.0,3.25,1.96,3.2,-0.5,-0.5,3.2,4.0,3.2,1.91,3.3,1.9,2.05,1.9,Fulham,Crystal Palace,Fulham_Crystal Palace_2004
204,2.75,0.25,2.2,2.2,2.25,2.15,1.6,2.025,2.25,2.0,1.875,3.0,1.66,3.1,2.95,2.2,1.95,2.8,3.1,3.1,2.3,3.25,1.84,3.2,0.25,0.25,3.2,2.2,3.2,3.1,3.25,2.9,2.15,1.85,Liverpool,Chelsea,Liverpool_Chelsea_2004
205,1.67,-0.75,4.75,4.2,5.0,2.0,1.71,1.85,4.5,1.84,2.05,3.2,1.75,3.25,1.73,4.33,1.85,1.7,1.75,1.72,4.8,3.4,2.0,3.3,-0.75,-0.75,3.25,4.5,3.4,1.73,3.4,1.7,2.05,1.95,Man City,Southampton,Man City_Southampton_2004
206,3.2,0.25,2.1,2.2,2.1,2.0,1.71,2.1,2.0,2.06,1.8,3.0,1.75,3.2,3.4,2.1,1.8,3.0,3.6,3.5,2.1,3.25,1.78,3.2,0.5,0.5,3.2,1.95,3.2,3.4,3.25,2.9,2.05,1.9,Middlesbrough,Man United,Middlesbrough_Man United_2004
207,1.83,-0.5,4.0,3.5,4.33,1.95,1.75,1.875,3.75,1.9,2.025,3.1,1.85,3.2,1.87,3.5,1.84,1.9,1.8,1.9,4.0,3.4,1.94,3.2,-0.5,-0.5,3.2,4.3,3.1,1.85,3.4,1.9,1.95,1.87,Newcastle,Birmingham,Newcastle_Birmingham_2004
208,1.62,-0.75,5.0,4.4,5.5,1.95,1.75,2.05,5.0,2.02,1.85,3.3,1.8,3.4,1.68,4.33,2.0,1.7,1.6,1.66,5.5,3.4,1.82,3.3,-0.75,-0.75,3.25,5.5,3.4,1.7,3.3,1.65,2.0,1.8,Portsmouth,Norwich,Portsmouth_Norwich_2004
209,2.2,-0.25,3.0,3.1,3.1,2.05,1.65,1.95,2.8,1.9,1.95,3.0,1.7,3.1,2.25,2.75,1.9,2.25,2.3,2.25,3.05,3.2,1.94,3.2,-0.25,-0.25,3.2,2.9,3.2,2.3,3.25,2.1,2.1,1.9,Tottenham,Everton,Tottenham_Everton_2004
210,2.25,-0.5,2.88,3.1,2.7,2.05,1.65,2.0,2.75,1.94,1.9,3.0,,3.0,2.3,2.62,1.54,2.3,2.25,2.3,2.9,3.2,1.9,3.2,-0.25,-0.25,3.2,3.1,3.2,2.38,3.3,2.1,,2.3,Blackburn,Charlton,Blackburn_Charlton_2004
211,2.5,0.5,2.5,2.5,2.5,2.05,1.65,1.85,2.4,1.78,2.05,3.0,,3.1,2.65,2.4,2.5,2.5,2.75,2.5,2.5,3.2,2.06,3.25,0.0,0.0,3.25,2.4,3.2,2.7,3.3,2.5,,1.47,Crystal Palace,Aston Villa,Crystal Palace_Aston Villa_2004
212,4.33,0.5,1.67,1.7,1.66,1.95,1.75,1.8,1.73,1.84,2.1,3.2,,3.2,5.5,1.66,1.65,5.0,5.0,4.33,1.65,3.4,2.0,3.1,0.75,0.75,3.2,1.7,3.4,5.5,3.4,4.2,,2.1,Norwich,Liverpool,Norwich_Liverpool_2004
213,3.4,0.5,1.91,1.9,1.83,1.85,1.85,1.925,1.91,1.9,1.975,3.1,,3.25,3.95,1.9,1.9,3.5,3.75,3.6,1.9,3.25,1.94,3.2,0.5,0.5,3.25,1.9,3.4,4.0,3.3,3.5,,1.8,West Brom,Newcastle,West Brom_Newcastle_2004
214,1.22,-0.5,10.0,9.0,9.0,1.65,2.05,1.9,10.0,1.88,2.0,4.5,2.05,4.5,1.3,8.0,3.22,1.25,1.3,1.28,10.0,5.0,1.96,5.0,-1.5,-1.5,5.0,9.0,4.5,1.29,4.75,1.25,1.75,1.3,Arsenal,Man City,Arsenal_Man City_2004
215,1.73,-0.5,4.2,3.6,4.0,2.05,1.65,1.975,4.33,1.92,1.925,3.1,1.66,3.2,1.85,3.75,1.87,1.8,1.85,1.8,4.3,3.4,1.92,3.3,-0.5,-0.5,3.2,4.0,3.25,1.83,3.3,1.85,2.15,1.85,Birmingham,Bolton,Birmingham_Bolton_2004
216,1.3,-1.5,8.5,6.0,7.5,1.95,1.75,2.05,8.0,2.0,1.85,3.9,1.85,3.7,1.37,8.0,1.64,1.36,1.45,1.36,9.0,4.33,1.84,3.75,-1.25,-1.25,4.33,7.0,4.0,1.36,4.2,1.4,1.95,1.93,Chelsea,Middlesbrough,Chelsea_Middlesbrough_2004
217,1.67,-0.5,4.75,4.0,4.33,2.0,1.71,1.975,4.5,1.96,1.925,3.2,1.66,3.2,1.73,4.0,1.98,1.72,1.75,1.72,4.75,3.4,1.88,3.4,-0.5,-0.5,3.25,4.6,3.25,1.73,3.4,1.75,2.15,1.73,Everton,Portsmouth,Everton_Portsmouth_2004
218,1.36,-1.5,8.5,6.0,7.5,1.85,1.85,1.85,8.0,1.82,2.05,3.9,1.9,4.0,1.4,6.5,1.58,1.44,1.4,1.4,8.0,4.0,2.02,3.6,-1.25,-1.25,3.75,7.25,3.75,1.4,4.1,1.4,1.9,2.02,Man United,Tottenham,Man United_Tottenham_2004
219,2.2,-0.5,2.88,2.9,2.62,2.0,1.71,1.825,2.8,1.78,2.075,3.0,1.7,3.1,2.3,2.5,1.54,2.37,2.3,2.37,2.9,3.2,2.06,3.3,-0.25,-0.25,3.2,2.9,3.2,2.38,3.3,2.2,2.1,2.3,Southampton,Fulham,Southampton_Fulham_2004
220,1.67,-0.75,5.5,4.4,5.0,1.95,1.75,1.95,4.5,1.92,1.95,3.3,1.7,3.4,1.7,4.5,1.9,1.66,1.6,1.72,5.25,3.4,1.92,3.3,-0.75,-0.75,3.25,5.5,3.4,1.67,3.35,1.65,2.1,1.9,Aston Villa,Norwich,Aston Villa_Norwich_2004
221,5.0,0.75,1.57,1.65,1.57,1.85,1.85,1.8,1.57,1.8,2.1,3.3,1.75,3.55,6.25,1.5,1.72,6.0,6.5,6.5,1.57,3.6,2.04,3.4,0.75,0.75,3.5,1.5,3.5,6.0,3.5,4.4,2.05,2.0,Bolton,Arsenal,Bolton_Arsenal_2004
222,2.0,-0.25,3.4,3.2,3.4,2.0,1.71,1.95,3.4,1.92,1.95,3.1,1.7,3.2,2.1,3.5,1.9,1.9,2.05,2.2,3.45,3.2,1.92,3.2,-0.25,-0.25,3.0,3.3,3.1,2.1,3.2,2.0,2.1,1.9,Charlton,Birmingham,Charlton_Birmingham_2004
223,2.38,0.0,2.6,2.5,2.6,2.05,1.65,2.025,2.75,1.98,1.875,3.0,1.65,3.1,2.85,2.5,1.92,2.62,2.4,2.62,2.85,3.2,1.86,2.9,0.0,0.0,3.0,2.75,3.2,2.6,3.3,2.5,2.2,1.88,Liverpool,Man United,Liverpool_Man United_2004
224,1.73,-0.75,5.0,4.2,5.0,1.9,1.79,2.0,4.33,2.02,1.9,3.2,1.8,3.2,1.7,4.5,1.92,1.66,1.7,1.72,5.3,3.4,1.82,3.3,-0.75,-0.75,3.2,5.0,3.4,1.7,3.3,1.7,2.0,1.88,Man City,Crystal Palace,Man City_Crystal Palace_2004
225,1.62,-1.0,6.0,4.6,6.5,1.79,1.9,1.95,5.0,1.92,1.95,3.4,1.95,3.5,1.6,5.5,1.9,1.57,1.55,1.57,6.5,3.6,1.92,3.3,-1.0,-1.0,3.25,5.75,3.5,1.57,3.3,1.6,1.85,1.9,Newcastle,Southampton,Newcastle_Southampton_2004
226,1.91,-0.25,3.5,3.1,3.4,2.05,1.65,2.025,3.4,2.0,1.875,3.0,1.65,3.2,2.1,3.3,2.0,1.95,1.95,2.2,3.45,3.25,1.84,3.2,-0.25,-0.25,3.25,3.6,3.1,2.05,3.2,2.1,2.2,1.8,Portsmouth,Blackburn,Portsmouth_Blackburn_2004
227,3.75,0.5,1.8,1.7,1.83,1.95,1.75,1.85,1.8,1.82,2.05,3.2,1.75,3.35,4.5,1.72,1.83,4.5,5.0,4.5,1.83,3.4,2.02,3.1,0.5,0.5,3.25,1.65,3.25,4.33,3.25,4.2,2.05,1.89,Tottenham,Chelsea,Tottenham_Chelsea_2004
228,1.73,-0.5,5.0,4.2,5.0,1.95,1.75,2.025,4.33,1.98,1.875,3.2,1.75,3.2,1.77,4.5,1.94,1.72,1.7,1.8,4.7,3.3,1.86,3.1,-0.5,-0.5,3.2,5.0,3.1,1.73,3.3,1.7,2.05,1.77,Fulham,West Brom,Fulham_West Brom_2004
229,2.1,-0.25,3.4,2.9,3.4,2.05,1.65,2.025,3.0,2.0,1.875,3.0,1.65,3.2,2.1,3.2,2.0,2.1,2.1,2.2,3.4,3.2,1.84,3.0,-0.25,-0.25,3.2,3.2,3.1,2.1,3.25,2.2,2.2,1.8,Middlesbrough,Everton,Middlesbrough_Everton_2004
230,1.8,-0.5,4.0,3.5,4.33,1.95,1.75,1.875,3.75,1.84,2.025,3.1,1.7,3.1,1.95,3.5,1.77,1.9,1.95,1.9,3.9,3.25,2.0,3.2,-0.5,-0.5,3.25,3.75,3.1,1.91,3.25,1.9,2.1,1.95,Birmingham,Fulham,Birmingham_Fulham_2004
231,1.2,-1.75,12.0,9.5,13.0,1.71,2.0,1.825,11.0,1.78,2.075,4.8,2.0,5.5,1.22,11.0,1.8,1.2,1.2,1.2,13.0,5.5,2.06,5.0,-1.75,-1.75,5.0,12.0,6.0,1.22,5.5,1.22,1.8,2.0,Chelsea,Portsmouth,Chelsea_Portsmouth_2004
232,3.0,0.25,2.2,2.1,2.25,2.0,1.71,1.95,2.1,1.92,1.95,3.0,1.6,3.2,3.1,2.15,1.9,3.0,3.45,3.1,2.25,3.2,1.92,3.1,0.25,0.25,3.2,2.0,3.2,3.2,3.2,3.1,2.3,1.9,Crystal Palace,Tottenham,Crystal Palace_Tottenham_2004
233,1.73,-0.5,4.33,3.8,4.33,2.0,1.71,1.925,4.33,1.88,1.975,3.1,1.6,3.2,1.85,3.8,1.86,1.8,1.85,1.83,4.25,3.25,1.96,3.25,-0.5,-0.5,3.2,4.0,3.3,1.83,3.3,1.8,2.3,1.85,Everton,Charlton,Everton_Charlton_2004
234,1.33,-1.5,9.0,8.0,9.5,1.79,1.9,1.875,9.0,1.8,2.025,4.2,2.0,4.5,1.33,8.5,1.7,1.28,1.3,1.33,9.0,4.5,2.04,4.33,-1.5,-1.5,3.75,9.0,4.5,1.33,4.65,1.3,1.8,1.85,Man United,Aston Villa,Man United_Aston Villa_2004
235,3.0,0.25,2.2,2.2,2.25,1.95,1.75,1.975,2.1,1.96,1.925,3.0,1.7,3.1,3.1,2.25,1.95,2.8,3.45,3.1,2.25,3.25,1.86,3.1,0.25,0.25,3.2,2.05,3.2,3.1,3.2,2.9,2.1,1.85,Norwich,Middlesbrough,Norwich_Middlesbrough_2004
236,4.0,0.5,1.83,1.9,1.83,2.0,1.71,1.825,1.8,1.8,2.075,3.1,1.61,3.2,4.5,1.72,1.83,4.33,5.0,4.5,1.83,3.25,2.04,3.2,0.5,0.5,3.2,1.7,3.25,4.33,3.25,3.5,2.25,1.89,Southampton,Liverpool,Southampton_Liverpool_2004
237,2.8,0.25,2.3,2.3,2.3,1.95,1.75,2.0,2.2,1.96,1.9,3.0,1.66,3.1,3.0,2.2,1.95,2.87,3.0,3.0,2.3,3.2,1.88,3.1,0.25,0.25,3.2,2.25,3.25,3.0,3.2,2.7,2.15,1.85,West Brom,Man City,West Brom_Man City_2004
238,1.44,-1.0,7.5,6.0,7.5,1.65,2.05,2.025,6.5,2.0,1.875,3.9,2.0,3.6,1.45,8.0,2.0,1.4,1.45,1.44,8.0,4.0,1.84,3.5,-1.0,-1.0,3.6,7.5,4.0,1.44,3.85,1.4,1.8,1.8,Arsenal,Newcastle,Arsenal_Newcastle_2004
239,2.2,-0.25,3.1,3.0,3.1,1.95,1.75,1.825,2.8,1.82,2.075,2.9,1.65,3.1,2.3,2.87,1.78,2.25,2.15,2.3,3.0,3.2,2.02,3.0,-0.25,-0.25,3.2,3.2,3.1,2.25,3.2,2.2,2.2,2.02,Blackburn,Bolton,Blackburn_Bolton_2004
240,2.1,-0.25,3.1,2.9,3.2,2.05,1.65,1.825,3.0,1.8,2.075,3.0,1.6,3.2,2.45,3.0,1.8,2.2,2.0,2.25,3.5,3.2,2.04,3.0,-0.25,-0.25,3.2,3.45,3.1,2.25,3.25,2.2,2.3,2.0,Arsenal,Man United,Arsenal_Man United_2004
241,2.1,-0.25,3.0,2.9,2.87,2.05,1.65,2.0,3.0,1.94,1.9,3.0,1.55,3.2,2.4,2.75,1.9,2.25,2.4,2.37,2.85,3.2,1.9,3.2,-0.25,-0.25,3.2,2.7,3.25,2.3,3.2,2.2,2.4,1.9,Bolton,Tottenham,Bolton_Tottenham_2004
242,2.75,0.0,2.4,2.6,2.4,2.05,1.65,1.75,2.38,1.74,2.15,3.0,1.65,3.1,2.75,2.3,1.75,2.62,2.9,2.87,2.45,3.25,2.1,3.2,0.0,0.0,3.0,2.3,3.2,2.8,3.25,2.4,2.2,2.05,Charlton,Liverpool,Charlton_Liverpool_2004
243,2.38,0.0,2.7,2.6,2.62,2.05,1.65,2.025,2.6,2.0,1.875,3.0,1.7,3.15,2.55,2.5,2.0,2.4,2.5,2.6,2.65,3.2,1.84,3.25,0.0,0.0,3.2,2.6,3.2,2.5,3.25,2.4,2.1,1.8,Portsmouth,Middlesbrough,Portsmouth_Middlesbrough_2004
244,2.2,-0.25,3.0,2.9,3.25,2.05,1.65,1.95,2.8,1.86,1.95,3.0,1.7,3.1,2.3,2.8,1.8,2.25,2.2,2.2,3.05,3.2,1.98,3.1,-0.25,-0.25,3.2,3.1,3.2,2.3,3.2,2.2,2.1,2.0,West Brom,Crystal Palace,West Brom_Crystal Palace_2004
245,1.8,-0.5,4.0,3.8,4.33,2.05,1.65,1.85,4.0,1.84,2.05,3.1,1.65,3.3,2.0,3.75,1.73,1.8,1.85,1.9,3.75,3.4,2.0,3.3,-0.5,-0.5,3.2,3.9,3.1,1.85,3.2,1.8,2.2,2.0,Birmingham,Southampton,Birmingham_Southampton_2004
246,7.0,1.0,1.5,1.6,1.5,2.05,1.65,1.9,1.4,1.86,2.0,3.4,1.65,4.0,7.0,1.44,1.88,6.5,7.25,7.0,1.5,3.75,1.98,3.6,1.0,1.0,3.75,1.4,3.75,7.0,3.7,4.6,2.2,1.92,Blackburn,Chelsea,Blackburn_Chelsea_2004
247,1.5,-0.75,6.5,4.8,7.0,2.0,1.71,2.125,6.0,2.08,1.775,3.5,1.7,3.4,1.55,5.5,2.05,1.53,1.5,1.57,7.0,3.6,1.76,3.5,-0.75,-0.75,3.4,7.0,3.4,1.53,3.5,1.55,2.1,1.75,Everton,Norwich,Everton_Norwich_2004
248,2.2,-0.25,3.1,3.1,3.1,2.0,1.71,1.825,2.8,1.8,2.075,3.0,1.7,3.1,2.3,2.87,1.8,2.2,2.3,2.25,3.05,3.2,2.04,3.1,-0.25,-0.25,3.2,2.9,3.2,2.25,3.2,2.1,2.1,2.0,Fulham,Aston Villa,Fulham_Aston Villa_2004
249,2.25,0.0,3.0,2.7,2.87,1.95,1.75,2.05,2.75,2.02,1.85,3.0,1.75,3.2,2.4,2.75,2.0,2.25,2.25,2.37,2.85,3.25,1.82,3.2,0.0,0.0,3.2,2.9,3.25,2.3,3.2,2.3,2.05,1.8,Man City,Newcastle,Man City_Newcastle_2004
250,4.33,0.75,1.73,1.7,1.8,2.0,1.71,2.15,1.73,2.06,1.75,3.2,1.7,3.4,4.9,1.61,2.0,5.0,5.0,4.5,1.7,3.4,1.78,3.3,0.75,0.75,3.2,1.65,3.4,4.75,3.45,4.2,2.1,1.8,Aston Villa,Arsenal,Aston Villa_Arsenal_2004
251,2.38,0.0,2.7,2.6,2.75,1.95,1.75,2.025,2.6,1.98,1.875,3.0,1.6,3.1,2.55,2.5,2.0,2.5,2.4,2.5,2.6,3.2,1.86,3.1,0.0,0.0,3.2,2.75,3.25,2.5,3.3,2.4,2.3,1.8,Crystal Palace,Bolton,Crystal Palace_Bolton_2004
252,1.53,-1.0,6.5,5.0,7.0,1.85,1.85,2.05,6.0,2.0,1.85,3.7,1.66,3.75,1.51,6.0,1.95,1.5,1.45,1.5,7.0,3.6,1.84,3.4,-1.0,-1.0,3.25,7.0,3.75,1.53,3.6,1.5,2.15,1.85,Liverpool,Fulham,Liverpool_Fulham_2004
253,1.25,-1.5,11.0,8.5,10.0,1.71,2.0,2.05,10.0,2.02,1.85,4.3,2.0,4.5,1.3,10.0,1.78,1.25,1.3,1.28,11.0,4.75,1.82,4.5,-1.5,-1.5,4.5,9.0,5.0,1.29,4.5,1.27,1.8,1.77,Man United,Birmingham,Man United_Birmingham_2004
254,1.73,-0.5,4.5,3.8,4.5,2.0,1.71,2.025,4.33,1.76,1.875,3.1,1.65,3.2,1.77,4.5,1.95,1.8,1.7,1.8,4.85,3.3,2.08,2.9,-0.75,-0.5,3.2,5.0,3.4,1.8,3.25,1.8,2.2,1.77,Middlesbrough,Blackburn,Middlesbrough_Blackburn_2004
255,1.8,-0.5,4.33,3.8,4.5,1.95,1.75,2.05,4.0,1.98,1.85,3.1,1.7,3.2,1.83,3.75,1.86,1.8,1.85,1.8,4.35,3.4,1.86,3.3,-0.5,-0.5,3.2,4.0,3.4,1.8,3.25,1.8,2.1,1.83,Newcastle,Charlton,Newcastle_Charlton_2004
256,2.2,-0.25,3.1,2.9,3.0,1.95,1.75,1.9,2.8,1.88,2.0,3.0,1.66,3.1,2.2,3.1,1.8,2.1,2.2,2.3,3.2,3.25,1.96,3.1,-0.25,-0.25,3.2,3.1,3.25,2.2,3.2,2.2,2.15,2.0,Norwich,West Brom,Norwich_West Brom_2004
257,1.73,-0.75,5.0,4.0,5.0,1.95,1.75,1.9,4.33,1.84,2.0,3.2,1.75,3.2,1.7,4.5,1.8,1.66,1.8,1.72,4.9,3.6,2.0,3.3,-0.75,-0.75,3.2,4.3,3.4,1.67,3.45,1.75,2.05,2.0,Tottenham,Portsmouth,Tottenham_Portsmouth_2004
258,1.2,-1.5,12.0,9.0,11.0,1.75,1.95,1.975,11.0,1.76,1.925,4.5,1.9,5.5,1.27,11.0,2.0,1.2,1.2,1.25,11.0,5.0,2.08,5.0,-1.75,-1.5,5.0,12.0,5.5,1.25,5.0,1.25,1.9,1.8,Chelsea,Man City,Chelsea_Man City_2004
