,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,GBH,SOH,WHA,GBAHA,SOA,WHH,GBA,B365H,SBD,LBAHH,WHD,LBAH,B365AH,LBD,SBH,B365D,GBD,IWH,B365>2.5,SOD,GBAHH,HomeTeam,AwayTeam,idGame
83,2.5,0.0,2.5,2.4,2.5,1.85,1.85,1.95,2.4,1.9,1.95,3.2,1.85,2.55,2.5,2.4,1.8,2.5,2.6,2.55,2.5,3.2,1.95,3.1,0.0,0.0,3.25,2.5,3.3,3.25,2.4,1.95,3.2,2.0,Middlesbrough,Newcastle,Middlesbrough_Newcastle_2003
84,3.75,0.5,1.9,1.9,1.83,1.9,1.79,2.0,1.8,1.95,1.9,3.2,1.9,3.6,3.5,1.83,1.95,1.91,3.75,1.95,4.0,3.25,1.9,3.2,0.5,0.5,3.25,3.5,3.25,3.3,3.4,1.9,3.25,1.85,Portsmouth,Liverpool,Portsmouth_Liverpool_2003
85,2.1,-0.25,2.87,3.2,3.1,1.95,1.75,1.925,3.0,1.95,1.975,3.1,1.66,2.15,2.2,3.1,1.85,2.8,2.1,3.15,2.25,3.2,1.9,3.1,-0.25,-0.25,3.2,2.2,3.0,3.25,2.0,2.15,3.25,1.95,Birmingham,Aston Villa,Birmingham_Aston Villa_2003
86,2.1,-0.5,3.5,3.5,3.4,1.85,1.85,2.05,3.0,1.8,1.85,3.2,1.9,1.95,2.0,3.2,1.8,3.5,2.0,3.5,2.0,3.25,2.05,3.2,-0.5,-0.25,3.2,1.9,3.25,3.3,1.85,1.9,3.4,2.0,Everton,Southampton,Everton_Southampton_2003
87,2.6,0.0,2.5,2.4,2.5,1.79,1.9,1.925,2.375,1.85,1.975,3.2,1.9,2.55,2.6,2.37,1.88,2.5,2.62,2.55,2.6,3.2,2.0,3.1,0.0,0.0,3.2,2.5,3.2,3.2,2.4,1.9,3.4,1.95,Leicester,Tottenham,Leicester_Tottenham_2003
88,1.83,-0.5,3.75,3.5,3.75,1.75,1.95,1.925,3.75,1.95,1.975,3.2,1.95,1.9,1.91,3.8,1.9,3.75,1.8,3.8,1.9,3.25,1.9,3.25,-0.5,-0.5,3.2,1.85,3.25,3.25,1.85,1.85,3.4,1.9,Blackburn,Charlton,Blackburn_Charlton_2003
89,2.38,0.0,2.4,2.4,2.6,1.85,1.85,2.025,2.6,2.0,1.875,3.2,1.9,2.6,2.62,2.3,1.9,2.38,2.62,2.5,2.5,3.2,1.85,3.2,0.0,0.0,3.2,2.6,3.2,3.2,2.4,1.9,3.2,1.9,Fulham,Newcastle,Fulham_Newcastle_2003
90,1.909,-0.25,3.25,3.2,3.4,1.85,1.85,2.05,3.5,2.05,1.85,3.1,1.8,2.05,2.0,3.6,1.95,3.25,1.9,3.3,2.0,3.25,1.8,3.1,-0.25,-0.25,3.2,2.0,3.25,3.3,2.0,2.0,3.25,1.85,Aston Villa,Everton,Aston Villa_Everton_2003
91,2.375,-0.25,2.62,2.9,2.7,1.95,1.75,2.1,2.6,2.1,1.8,3.0,1.7,2.4,2.5,2.62,1.75,2.63,2.37,2.8,2.4,3.2,1.75,3.1,0.0,0.0,3.2,2.37,3.2,3.15,2.2,2.1,3.3,2.05,Bolton,Birmingham,Bolton_Birmingham_2003
92,1.444,-1.0,6.5,4.8,7.0,1.65,2.1,2.0,6.0,1.95,1.9,3.5,2.1,1.51,1.44,5.5,1.9,6.5,1.5,5.85,1.5,3.75,1.9,3.6,-1.0,-1.0,3.75,1.44,3.5,3.75,1.55,1.7,3.75,1.9,Chelsea,Man City,Chelsea_Man City_2003
93,1.5,-1.0,6.0,4.8,7.0,1.79,1.9,1.925,6.0,1.9,1.975,3.5,2.0,1.51,1.44,6.0,1.9,6.5,1.5,5.85,1.5,3.5,1.95,3.4,-1.0,-1.0,3.4,1.5,3.5,3.75,1.55,1.8,3.75,1.9,Liverpool,Leeds,Liverpool_Leeds_2003
94,1.25,-1.5,10.0,9.0,10.0,1.65,2.1,2.0,10.0,2.0,1.9,4.5,2.05,1.3,1.22,12.0,1.95,10.0,1.16,9.0,1.25,5.0,1.85,5.5,-1.5,-1.5,4.5,1.22,5.0,4.75,1.25,1.75,5.0,1.85,Man United,Fulham,Man United_Fulham_2003
95,1.571,-0.75,5.5,4.8,6.0,1.79,1.9,2.05,5.5,2.0,1.85,3.5,1.95,1.6,1.57,5.0,1.9,5.5,1.57,5.5,1.53,3.4,1.85,3.5,-0.75,-0.75,3.25,1.57,3.6,3.5,1.55,1.85,3.4,1.9,Newcastle,Portsmouth,Newcastle_Portsmouth_2003
96,1.909,-0.25,3.25,3.4,3.4,1.95,1.75,2.025,3.4,2.0,1.875,3.2,1.85,2.1,2.0,3.2,1.9,3.25,2.0,3.3,2.0,3.25,1.85,3.2,-0.25,-0.25,3.25,2.0,3.25,3.2,1.9,1.95,3.25,1.9,Southampton,Blackburn,Southampton_Blackburn_2003
97,2.2,-0.25,2.87,3.4,3.2,2.0,1.71,1.9,2.8,1.9,2.0,3.2,1.8,2.2,2.2,3.0,1.85,2.88,2.1,3.1,2.1,3.2,1.95,3.2,-0.25,-0.25,3.2,2.2,3.25,3.2,1.9,2.0,3.2,1.95,Wolves,Leicester,Wolves_Leicester_2003
98,5.0,0.75,1.61,1.65,1.61,1.65,2.1,2.0,1.571,1.95,1.9,3.3,2.0,5.5,5.5,1.53,1.85,1.57,5.5,1.6,5.0,3.4,1.9,3.4,0.75,0.75,3.5,5.0,3.6,3.5,4.4,1.8,3.75,1.95,Charlton,Arsenal,Charlton_Arsenal_2003
99,1.7269999999999999,-0.5,3.75,3.4,4.0,1.85,1.85,1.8,4.0,1.8,2.1,3.2,1.9,1.95,1.91,3.75,1.85,4.0,1.8,3.7,1.83,3.3,2.05,3.3,-0.5,-0.5,3.4,1.83,3.25,3.25,1.9,1.9,3.25,1.95,Tottenham,Middlesbrough,Tottenham_Middlesbrough_2003
100,4.0,0.5,1.8,1.9,1.72,1.75,1.95,1.925,1.73,1.9,1.975,3.1,2.0,3.8,4.0,1.72,1.9,1.8,4.2,1.9,4.5,3.25,1.95,3.25,0.5,0.5,3.4,4.0,3.4,3.3,3.5,1.8,3.25,1.9,Everton,Chelsea,Everton_Chelsea_2003
101,5.0,,1.62,1.7,1.57,1.75,1.95,,1.62,,,3.2,1.9,4.75,5.0,1.57,,1.57,5.0,1.65,5.5,3.4,,3.5,,,3.25,5.0,3.6,3.55,4.2,1.9,3.5,1.95,Leeds,Arsenal,Leeds_Arsenal_2003
102,1.2,,10.0,9.0,10.0,1.6,2.2,,11.0,,,4.5,2.1,1.28,1.2,9.0,,10.0,1.2,9.0,1.25,5.0,,5.5,,,5.0,1.22,5.0,5.0,1.25,1.7,5.5,2.0,Man United,Portsmouth,Man United_Portsmouth_2003
103,1.73,,4.5,4.0,4.5,1.9,1.79,,4.33,,,3.2,1.75,1.77,1.67,4.0,,4.5,1.72,4.3,1.72,3.25,,3.4,,,3.2,1.7,3.4,3.4,1.75,2.05,3.4,1.95,Middlesbrough,Wolves,Middlesbrough_Wolves_2003
104,1.57,,5.5,4.8,5.5,1.9,1.79,,5.5,,,3.5,1.85,1.6,1.53,6.0,,5.5,1.5,5.1,1.57,3.6,,3.4,,,3.25,1.53,3.6,3.6,1.55,1.95,3.5,1.8,Newcastle,Aston Villa,Newcastle_Aston Villa_2003
105,2.0,,2.88,3.0,2.87,1.85,1.85,,3.2,,,3.1,1.9,2.25,2.2,2.75,,2.8,2.2,2.9,2.2,3.2,,3.25,,,3.2,2.2,3.4,3.3,2.1,1.9,3.25,2.0,Southampton,Man City,Southampton_Man City_2003
106,1.67,,4.5,4.4,4.5,1.9,1.79,,4.5,,,3.3,1.9,1.71,1.62,4.5,,5.0,1.66,4.5,1.72,3.25,,3.3,,,3.25,1.7,3.4,3.4,1.65,1.9,3.4,2.0,Tottenham,Bolton,Tottenham_Bolton_2003
107,2.6,,2.38,2.3,2.37,1.75,1.95,,2.38,,,3.0,1.95,2.7,2.8,2.25,,2.38,2.8,2.4,2.7,3.1,,3.1,,,3.2,2.7,3.25,3.2,2.7,1.85,3.3,1.8,Fulham,Liverpool,Fulham_Liverpool_2003
108,2.5,,2.4,2.5,2.5,1.95,1.75,,2.4,,,3.0,1.8,2.55,2.62,2.37,,2.5,2.62,2.55,2.5,3.2,,3.1,,,3.25,2.6,3.3,3.2,2.5,2.0,3.3,1.9,Leicester,Blackburn,Leicester_Blackburn_2003
109,1.83,,3.75,3.6,3.75,2.0,1.71,,3.75,,,3.1,1.75,1.95,1.91,3.5,,3.75,1.9,3.7,1.9,3.25,,3.2,,,3.2,1.85,3.25,3.25,1.85,2.05,3.4,1.95,Birmingham,Charlton,Birmingham_Charlton_2003
110,1.444,-1.25,7.0,5.4,8.5,1.65,2.0,2.05,6.5,2.0,1.85,3.8,2.05,1.45,1.36,7.5,1.95,8.0,1.44,7.0,1.4,3.6,1.85,3.3,-1.25,-1.25,3.6,1.44,3.75,3.85,1.45,1.75,4.0,1.85,Arsenal,Tottenham,Arsenal_Tottenham_2003
111,2.1,-0.25,3.4,3.1,3.4,2.0,1.71,2.05,3.2,2.0,1.85,3.0,1.66,2.05,2.0,3.0,1.95,3.25,2.2,3.45,2.0,3.1,1.85,3.0,-0.25,-0.25,3.0,2.0,3.25,3.2,2.1,2.15,3.25,1.85,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough_2003
112,2.375,-0.25,2.8,2.9,2.75,2.0,1.71,1.775,2.6,1.85,2.125,3.0,1.7,2.4,2.25,2.62,1.8,2.75,2.37,2.7,2.37,3.1,2.0,3.1,-0.25,-0.25,3.2,2.3,3.2,3.2,2.2,2.1,3.25,2.05,Bolton,Southampton,Bolton_Southampton_2003
113,2.1,-0.25,2.87,2.9,2.87,2.0,1.71,1.9,3.0,1.9,2.0,3.0,1.95,2.3,2.1,3.0,1.8,3.0,2.1,2.9,2.25,3.2,1.95,3.2,-0.25,-0.25,3.2,2.2,3.25,3.2,2.2,1.85,3.2,2.0,Charlton,Fulham,Charlton_Fulham_2003
114,1.909,-0.5,3.75,3.4,4.0,1.75,1.95,1.925,3.4,1.9,1.975,3.2,2.0,1.9,1.8,3.5,1.9,4.0,1.9,3.9,1.83,3.3,1.95,3.2,-0.5,-0.5,3.25,1.83,3.25,3.25,1.9,1.8,3.25,1.9,Portsmouth,Leeds,Portsmouth_Leeds_2003
115,2.6,0.25,2.37,2.4,2.5,1.85,1.85,1.825,2.375,1.75,2.075,3.0,1.7,2.7,2.88,2.4,2.0,2.38,2.6,2.45,2.6,3.1,2.1,3.1,0.0,0.0,3.2,2.7,3.2,3.15,2.6,2.1,3.25,1.8,Wolves,Birmingham,Wolves_Birmingham_2003
116,1.5,-0.75,5.5,4.6,5.0,1.71,2.0,2.075,6.0,2.05,1.825,3.4,2.05,1.62,1.57,5.0,2.0,6.5,1.57,5.25,1.61,3.4,1.8,3.5,-0.75,-0.75,3.4,1.57,3.6,3.5,1.6,1.75,3.5,1.8,Chelsea,Newcastle,Chelsea_Newcastle_2003
117,2.6,0.0,2.3,2.3,2.37,1.75,1.95,1.875,2.375,1.75,2.025,3.0,1.85,2.8,2.88,2.25,1.8,2.38,2.8,2.35,2.75,3.2,2.1,3.1,0.0,0.0,3.2,2.75,3.2,3.25,2.7,1.95,3.25,2.0,Liverpool,Man United,Liverpool_Man United_2003
118,1.444,-1.0,6.0,5.0,7.0,1.75,1.95,2.025,6.5,2.0,1.875,3.7,2.1,1.45,1.44,6.0,2.0,6.5,1.5,7.0,1.44,3.6,1.85,3.4,-1.0,-1.0,3.6,1.5,3.8,3.8,1.5,1.7,3.75,1.8,Man City,Leicester,Man City_Leicester_2003
119,2.2,-0.25,2.8,2.9,2.87,1.85,1.85,1.85,2.75,1.95,2.05,3.0,1.85,2.3,2.38,2.87,1.85,2.88,2.2,2.9,2.25,3.2,1.9,3.1,-0.25,-0.25,3.25,2.25,3.25,3.2,2.2,1.95,3.25,1.95,Blackburn,Everton,Blackburn_Everton_2003
120,4.33,0.5,1.73,1.85,1.72,1.79,1.9,1.875,1.73,2.05,2.025,3.1,1.85,4.45,4.33,1.72,1.77,1.73,4.2,1.77,4.5,3.25,1.8,3.25,0.75,0.5,3.2,4.33,3.4,3.35,3.6,1.95,3.25,2.05,Birmingham,Arsenal,Birmingham_Arsenal_2003
121,1.73,-0.75,4.75,4.2,5.0,1.95,1.75,2.0,4.33,2.0,1.9,3.2,1.9,1.7,1.67,4.33,1.95,4.5,1.72,5.0,1.66,3.25,1.85,3.2,-0.75,-0.75,3.2,1.67,3.4,3.3,1.7,1.9,3.4,1.85,Everton,Wolves,Everton_Wolves_2003
122,2.0,-0.25,2.8,3.0,3.0,1.95,1.75,1.875,3.0,1.85,2.025,3.1,1.9,2.25,2.25,2.87,1.85,2.75,2.1,3.0,2.2,3.2,2.0,3.3,-0.25,-0.25,3.4,2.25,3.2,3.2,2.1,1.9,3.25,1.95,Leeds,Bolton,Leeds_Bolton_2003
123,2.5,0.0,2.5,2.5,2.37,1.95,1.75,1.9,2.4,1.9,2.0,3.0,1.85,2.65,2.62,2.5,1.9,2.38,2.5,2.5,2.7,3.2,1.95,3.1,0.0,0.0,3.25,2.5,3.25,3.2,2.5,1.95,3.2,1.9,Leicester,Charlton,Leicester_Charlton_2003
124,1.22,-1.5,9.0,9.0,10.0,1.55,2.25,2.1,10.0,2.05,1.8,4.5,2.1,1.28,1.25,9.5,2.0,10.0,1.22,10.0,1.25,5.0,1.8,5.0,-1.5,-1.5,5.0,1.25,5.0,4.75,1.25,1.7,5.5,1.8,Man United,Blackburn,Man United_Blackburn_2003
125,2.6,0.25,2.25,2.2,2.3,1.9,1.79,2.1,2.38,2.0,1.8,3.1,1.75,2.85,2.75,2.25,2.0,2.25,2.75,2.33,2.8,3.2,1.85,3.2,0.25,0.25,3.2,2.8,3.25,3.25,2.8,2.05,3.25,1.8,Middlesbrough,Liverpool,Middlesbrough_Liverpool_2003
126,1.73,-0.5,4.2,4.0,4.0,1.71,2.0,2.025,4.33,2.05,1.875,3.2,2.0,1.85,1.8,3.75,1.95,4.0,1.8,4.0,1.8,3.25,1.8,3.3,-0.5,-0.5,3.2,1.75,3.4,3.35,1.75,1.8,3.25,1.85,Newcastle,Man City,Newcastle_Man City_2003
127,4.33,0.75,1.73,1.7,1.72,1.75,1.95,1.975,1.67,1.9,1.925,3.2,1.95,4.5,5.0,1.66,1.9,1.62,4.5,1.75,4.5,3.25,1.95,3.3,0.75,0.75,3.4,4.33,3.4,3.4,4.2,1.85,3.4,1.9,Southampton,Chelsea,Southampton_Chelsea_2003
128,2.1,-0.5,3.4,3.5,3.75,1.95,1.75,1.8,3.0,2.05,2.1,3.1,1.75,2.0,2.0,3.3,1.8,3.75,2.0,3.6,1.9,3.1,1.8,3.1,-0.25,-0.5,3.2,2.0,3.25,3.2,1.9,2.05,3.2,2.0,Tottenham,Aston Villa,Tottenham_Aston Villa_2003
129,1.8,-0.5,3.6,4.0,4.0,1.85,1.85,1.95,3.75,1.9,1.95,3.2,1.95,1.95,1.91,3.6,1.85,4.0,1.83,3.7,1.83,3.2,1.95,3.3,-0.5,-0.5,3.25,1.91,3.25,3.25,1.75,1.85,3.25,1.95,Fulham,Portsmouth,Fulham_Portsmouth_2003
130,2.25,-0.25,2.88,2.9,2.87,1.95,1.75,1.875,2.88,1.9,2.025,3.0,1.66,2.27,2.2,2.87,1.85,2.88,2.25,2.9,2.25,3.2,1.95,3.0,-0.25,-0.25,3.0,2.2,3.25,3.2,2.2,2.15,3.2,1.95,Aston Villa,Southampton,Aston Villa_Southampton_2003
131,2.1,-0.25,2.88,2.9,3.2,1.85,1.85,2.05,3.0,1.95,1.85,3.0,1.75,2.18,2.2,2.8,1.9,2.88,2.2,3.05,2.1,3.2,1.9,3.2,-0.25,-0.25,3.2,2.2,3.25,3.25,2.2,2.05,3.2,1.9,Blackburn,Tottenham,Blackburn_Tottenham_2003
132,2.2,-0.25,2.8,2.9,2.87,2.0,1.71,1.875,2.8,1.8,2.025,3.0,1.66,2.3,2.2,2.8,1.8,2.8,2.25,2.85,2.25,3.2,2.05,3.1,-0.25,-0.25,3.2,2.25,3.25,3.2,2.2,2.15,3.25,2.0,Bolton,Everton,Bolton_Everton_2003
133,1.53,-0.75,5.0,4.4,5.5,1.71,2.0,2.025,5.5,2.05,1.875,3.3,2.0,1.65,1.57,4.5,1.9,5.5,1.61,4.85,1.61,3.4,1.8,3.5,-0.75,-0.75,3.5,1.62,3.4,3.5,1.65,1.8,3.4,1.9,Charlton,Leeds,Charlton_Leeds_2003
134,1.73,-0.5,4.0,3.8,4.0,1.85,1.85,1.975,4.0,1.95,1.925,3.3,1.9,1.85,1.8,4.0,1.95,4.0,1.8,3.95,1.8,3.25,1.9,3.1,-0.5,-0.5,3.4,1.8,3.4,3.3,1.75,1.9,3.25,1.85,Portsmouth,Leicester,Portsmouth_Leicester_2003
135,3.0,0.5,1.85,1.8,1.9,1.85,1.85,1.9,2.1,1.85,2.0,3.3,1.95,3.7,4.33,1.9,1.9,1.8,3.5,1.92,3.75,3.25,2.0,3.2,0.5,0.5,3.2,3.75,3.25,3.25,3.6,1.85,3.4,1.9,Wolves,Newcastle,Wolves_Newcastle_2003
136,1.29,-1.5,8.5,6.0,8.5,1.55,2.25,2.05,9.0,1.95,1.85,3.9,2.1,1.35,1.33,8.0,1.8,9.0,1.28,8.7,1.33,4.0,1.9,4.5,-1.25,-1.25,4.33,1.33,4.33,4.15,1.4,1.7,4.5,2.0,Arsenal,Fulham,Arsenal_Fulham_2003
137,2.25,0.0,2.75,2.9,2.7,1.75,1.95,2.1,2.75,2.0,1.8,3.0,1.85,2.4,2.38,2.75,2.0,2.8,2.4,2.75,2.37,3.0,1.85,2.9,0.0,0.0,3.2,2.38,3.25,3.15,2.2,1.95,3.3,1.8,Chelsea,Man United,Chelsea_Man United_2003
138,1.57,-1.0,5.5,4.8,5.5,,,1.85,5.5,1.95,2.05,3.5,1.9,1.58,1.62,5.5,1.9,5.0,1.53,5.7,1.57,3.4,1.9,3.4,-1.0,-1.0,3.25,1.57,3.6,3.5,1.55,1.9,3.4,1.9,Liverpool,Birmingham,Liverpool_Birmingham_2003
139,1.91,-0.5,3.5,3.2,3.75,2.0,1.71,1.8,3.4,1.85,2.1,3.1,1.85,2.0,1.91,3.4,1.8,3.5,1.9,3.45,1.9,3.25,2.0,3.25,-0.5,-0.5,3.25,1.91,3.25,3.25,2.0,1.95,3.25,2.0,Man City,Middlesbrough,Man City_Middlesbrough_2003
140,2.0,-0.25,3.0,3.1,3.0,2.0,1.71,1.9,3.2,1.9,2.0,3.2,1.7,2.2,2.1,3.0,1.9,3.0,2.1,3.0,2.2,3.25,1.95,3.2,-0.25,-0.25,3.2,2.1,3.2,3.2,2.0,2.1,3.25,1.9,Birmingham,Blackburn,Birmingham_Blackburn_2003
141,1.7269999999999999,-0.5,3.75,3.8,4.33,1.9,1.85,1.925,4.333,1.85,1.975,3.1,1.9,1.9,1.83,3.6,1.85,3.75,1.83,3.8,1.8,3.25,2.0,3.3,-0.5,-0.5,3.2,1.85,3.2,3.25,1.8,1.9,3.25,1.95,Fulham,Bolton,Fulham_Bolton_2003
142,5.5,0.75,1.53,1.6,1.5,1.95,1.8,1.8,1.5330000000000001,2.0,2.1,3.4,1.85,5.5,6.0,1.5,1.8,1.5,5.5,1.55,6.5,3.6,1.85,3.6,1.0,0.75,3.5,5.5,3.6,3.6,4.6,1.95,3.5,2.0,Leeds,Chelsea,Leeds_Chelsea_2003
143,6.0,1.0,1.53,1.6,1.53,1.85,1.85,2.025,1.5,1.9,1.875,3.4,2.1,6.25,6.5,1.5,1.95,1.44,5.5,1.55,6.5,3.6,1.95,3.6,1.0,1.0,3.4,5.5,3.4,3.5,4.6,1.7,3.75,1.85,Leicester,Arsenal,Leicester_Arsenal_2003
144,1.25,-1.5,11.0,8.5,10.0,1.65,2.05,1.9,10.0,1.95,2.0,4.3,2.0,1.27,1.25,11.0,1.9,11.0,1.2,10.0,1.28,4.5,1.9,5.0,-1.5,-1.5,4.5,1.25,4.5,5.0,1.27,1.8,4.5,1.9,Man United,Aston Villa,Man United_Aston Villa_2003
145,1.6669999999999998,-0.75,4.33,4.2,4.5,2.0,1.71,1.85,4.5,1.95,2.05,3.2,1.7,1.75,1.67,4.33,1.85,4.5,1.72,4.5,1.72,3.25,1.9,3.2,-0.75,-0.75,3.25,1.72,3.4,3.35,1.7,2.1,3.4,1.95,Middlesbrough,Portsmouth,Middlesbrough_Portsmouth_2003
146,2.2,0.0,2.8,2.8,2.75,1.87,1.85,2.125,2.8,2.05,1.775,3.1,1.8,2.25,2.38,2.75,2.0,2.88,2.25,2.9,2.25,3.2,1.8,3.2,0.0,0.0,3.2,2.25,3.4,3.2,2.2,2.0,3.25,1.8,Newcastle,Liverpool,Newcastle_Liverpool_2003
147,1.615,-0.75,5.5,4.6,5.0,1.9,1.79,2.075,5.0,2.05,1.825,3.4,1.8,1.62,1.53,5.0,1.97,5.5,1.57,5.5,1.66,3.4,1.8,3.5,-0.75,-0.75,3.25,1.57,3.4,3.4,1.6,2.0,3.5,1.83,Tottenham,Wolves,Tottenham_Wolves_2003
148,2.1,-0.25,2.8,2.8,2.7,1.79,1.9,1.875,3.0,1.95,2.025,3.1,1.8,2.32,2.25,2.75,1.85,2.9,2.25,2.82,2.3,3.2,1.9,3.2,-0.25,-0.25,3.2,2.25,3.4,3.15,2.2,2.0,3.4,1.95,Everton,Man City,Everton_Man City_2003
149,2.2,-0.25,2.87,2.8,2.87,2.0,1.71,1.875,2.8,1.9,2.025,3.1,1.75,2.2,2.25,2.8,1.9,3.0,2.2,3.05,2.25,3.2,1.95,3.2,-0.25,-0.25,3.2,2.2,3.25,3.1,2.2,2.05,3.3,1.9,Southampton,Charlton,Southampton_Charlton_2003
150,1.286,-1.5,8.5,8.0,10.0,1.71,2.0,2.05,9.0,1.85,1.85,4.2,2.05,1.3,1.25,10.0,1.85,9.5,1.25,10.0,1.286,4.33,2.0,4.5,-1.5,-1.25,4.333,1.3,4.5,4.5,1.3,1.75,4.75,1.95,Chelsea,Bolton,Chelsea_Bolton_2003
151,2.2,-0.25,2.8,2.9,2.875,1.9,1.79,1.85,2.8,1.9,2.05,3.0,1.66,2.3,2.25,2.75,1.8,2.75,2.3,2.85,2.25,3.2,1.95,3.1,-0.25,-0.25,3.2,2.25,3.25,3.2,2.2,2.15,3.25,2.01,Leicester,Birmingham,Leicester_Birmingham_2003
152,1.571,-0.75,6.0,4.8,6.0,1.85,1.85,2.1,5.5,2.0,1.8,3.5,1.85,1.55,1.53,6.0,2.0,6.0,1.53,6.0,1.571,3.4,1.85,3.25,-0.75,-0.75,3.25,1.53,3.4,3.5,1.55,1.95,3.4,1.8,Liverpool,Southampton,Liverpool_Southampton_2003
153,1.364,-1.25,7.5,6.0,8.5,1.79,1.9,1.95,8.0,2.0,1.95,3.9,2.0,1.4,1.36,8.0,1.9,8.5,1.36,8.4,1.4,4.0,1.85,3.75,-1.25,-1.25,3.75,1.36,3.75,3.8,1.4,1.8,4.33,1.9,Man United,Man City,Man United_Man City_2003
154,2.1,-0.25,3.1,3.1,3.2,2.0,1.71,2.05,3.0,1.8,1.85,3.0,1.7,2.1,2.1,3.2,1.95,3.0,2.0,3.3,2.1,3.2,2.05,3.2,-0.5,-0.25,3.2,2.1,3.25,3.2,2.1,2.1,3.25,1.85,Middlesbrough,Charlton,Middlesbrough_Charlton_2003
155,1.615,-0.75,5.0,4.4,5.5,1.9,1.79,2.0,4.5,2.0,1.9,3.3,1.95,1.65,1.57,5.0,1.9,5.0,1.57,5.25,1.615,3.4,1.85,3.5,-0.75,-0.75,3.5,1.61,3.4,3.4,1.65,1.85,3.5,1.9,Newcastle,Tottenham,Newcastle_Tottenham_2003
156,2.2,-0.25,2.87,3.0,3.0,1.9,1.79,1.85,2.8,1.85,2.05,3.1,1.8,2.2,2.2,3.0,1.85,2.88,2.1,3.0,2.2,3.2,2.0,3.2,-0.25,-0.25,3.2,2.2,3.2,3.2,2.1,2.0,3.2,1.95,Portsmouth,Everton,Portsmouth_Everton_2003
157,1.3330000000000002,-1.25,7.5,6.0,7.5,1.75,1.95,1.8,8.0,1.85,2.1,3.9,2.05,1.35,1.36,8.5,1.85,8.5,1.3,8.35,1.364,4.33,2.0,4.2,-1.25,-1.25,4.0,1.33,4.333,4.2,1.4,1.75,4.33,1.95,Arsenal,Blackburn,Arsenal_Blackburn_2003
158,1.7269999999999999,-0.75,4.5,3.8,4.5,1.95,1.75,2.0,4.333,2.0,1.9,3.1,1.75,1.75,1.67,4.2,1.95,4.5,1.72,4.6,1.7269999999999999,3.4,1.85,3.25,-0.75,-0.75,3.2,1.66,3.4,3.3,1.8,2.05,3.4,1.85,Aston Villa,Wolves,Aston Villa_Wolves_2003
159,2.5,-0.25,2.62,2.5,2.6,1.95,1.75,1.8,2.5,1.85,2.1,3.1,1.85,2.26,2.38,2.5,1.8,2.8,2.5,2.85,2.5,3.2,2.0,3.1,-0.25,-0.25,3.2,2.37,3.2,3.25,2.4,1.95,3.3,2.0,Leeds,Fulham,Leeds_Fulham_2003
160,1.8,-0.5,3.6,4.0,4.0,1.85,1.85,1.95,4.0,1.95,1.95,3.2,1.75,1.87,1.83,4.2,1.95,3.75,1.72,3.9,1.909,3.2,1.9,3.25,-0.5,-0.5,3.2,1.9,3.3,3.25,1.75,2.05,3.25,1.9,Blackburn,Aston Villa,Blackburn_Aston Villa_2003
161,4.333,0.75,1.66,1.7,1.6669999999999998,1.79,1.9,1.925,1.6669999999999998,1.85,1.975,3.2,1.95,4.5,5.0,1.57,1.9,1.62,5.0,1.7,5.0,3.4,2.0,3.5,0.75,0.75,3.4,4.5,3.6,3.5,4.2,1.85,3.4,1.95,Bolton,Arsenal,Bolton_Arsenal_2003
162,2.4,0.0,2.4,2.4,2.375,1.79,1.9,1.85,2.5,2.0,2.05,3.0,1.9,2.7,2.62,2.25,1.75,2.38,2.75,2.4,2.875,3.2,1.85,3.2,0.25,0.0,3.25,2.6,3.3,3.25,2.6,1.9,3.2,2.1,Charlton,Newcastle,Charlton_Newcastle_2003
163,1.7269999999999999,-0.75,4.33,4.2,4.0,1.85,1.85,1.8,4.333,1.85,2.1,3.1,1.75,1.75,1.73,4.0,1.8,4.33,1.8,4.35,1.8,3.25,2.0,3.1,-0.75,-0.75,3.2,1.72,3.4,3.35,1.75,2.05,3.25,2.05,Everton,Leicester,Everton_Leicester_2003
164,3.75,0.5,1.72,1.85,1.8,1.71,2.0,1.85,1.8,1.8,2.05,3.1,1.85,4.3,4.33,1.66,1.8,1.73,4.5,1.78,4.5,3.25,2.05,3.3,0.5,0.5,3.25,4.33,3.4,3.3,3.6,1.95,3.25,2.05,Fulham,Chelsea,Fulham_Chelsea_2003
165,1.6669999999999998,-0.75,4.0,4.2,5.0,2.0,1.71,1.825,4.5,1.85,2.075,3.1,1.7,1.75,1.73,4.33,1.85,4.75,1.72,4.35,1.7269999999999999,3.25,2.0,3.2,-0.75,-0.75,3.25,1.8,3.4,3.35,1.75,2.1,3.4,2.0,Southampton,Portsmouth,Southampton_Portsmouth_2003
166,4.5,0.75,1.66,1.65,1.615,1.63,2.1,1.875,1.615,1.85,2.025,3.3,2.0,4.65,5.5,1.61,1.85,1.62,5.0,1.7,5.5,3.4,2.0,3.3,0.75,0.75,3.5,4.5,3.6,3.4,4.4,1.8,3.6,2.0,Tottenham,Man United,Tottenham_Man United_2003
